"Neighborhood","Venue Category","Venue","Neighborhood_Latitude","Neighborhood_Longitude","id","location.city","location.state","categories_name","categories_pluralName","location_crossStreet","location_formattedAddress","location_postalCode","location_address"
"New Delhi","Vegetarian / Vegan","punjabi zaika",28.68215711,77.14473862,"4f786100e4b067aa3068d27a","New Delhi","Delhi","Vegetarian / Vegan Restaurant","Vegetarian / Vegan Restaurants","null","India","null","null"
"Saket","South Indian","HOTEL SARAVANA BHAVAN",28.529399,77.219268,"553e038e498e839c58033ed9","New Delhi","Delhi","South Indian Restaurant","South Indian Restaurants","Saket","Select City Mall (Saket)","null","Select City Mall"
"M.G Road","Vegetarian / Vegan","Sagar ratna",28.47954703,77.08029952,"4bf3a4a1706e20a17b6da898","New Delhi","Delhi","Vegetarian / Vegan Restaurant","Vegetarian / Vegan Restaurants","M.G Road","DT Mall (M.G Road)","null","DT Mall"
"Baroda House","Vegetarian / Vegan","Kulcha Junction",28.626938,77.211575,"5968817231fd14352f2648d0","New Delhi","Delhi","Vegetarian / Vegan Restaurant","Vegetarian / Vegan Restaurants","null","New Delhi 110001",110001,"null"
"Vasant Vihar-1","Vegetarian / Vegan","Chayos",28.542305,77.15595,"58d540ff158b966b155635a2","New Delhi","Delhi","Vegetarian / Vegan Restaurant","Vegetarian / Vegan Restaurants","null","Promenade Vasant Kunj",110057,"Promenade Vasant Kunj"
"New Delhi","Vegetarian / Vegan","Greenr, Store & Cafe",28.548536,77.21355,"57230ac2498e94344143c6cc","New Delhi","Delhi","Vegetarian / Vegan Restaurant","Vegetarian / Vegan Restaurants","null","India","null","null"
"Hauz Qazi","Vegetarian / Vegan","Bikanerwala",28.65667359,77.22512066,"4f787bb0e4b06336488d45b6","New Delhi","Delhi","Vegetarian / Vegan Restaurant","Vegetarian / Vegan Restaurants","null","Chandni Chowk",110006,"Chandni Chowk"
"Delhi High Court","Caf�","Latitude 28",28.59958792,77.22641171,"4bcd54a4511f95212b8ab4c7","New Delhi","Delhi","Caf�","Caf�s","null","2nd Flr., 9, Khan Market",110003,"2nd Flr., 9, Khan Market"
"Baroda House","South Indian","HOTEL SARAVANA BHAVAN",28.62704115,77.21951363,"4c91f42fae96a0932d79a746","New Delhi","Delhi","South Indian Restaurant","South Indian Restaurants","Opp. Janpath Market","46, Janpath (Opp. Janpath Market)",110001,"46, Janpath"
"Malviya Nagar","Vegetarian / Vegan","Wah Ji Wah",28.54359254,77.20896889,"4e6f98d31838a9b627b8315d","New Delhi","Delhi","Vegetarian / Vegan Restaurant","Vegetarian / Vegan Restaurants","null","Malviya Nagar","null","Malviya Nagar"
"New Delhi","Vegetarian / Vegan","Lottan Chole Kulche",28.64231529,77.24301584,"50b9b3b9e4b0f99bbe1665f2","New Delhi","Delhi","Vegetarian / Vegan Restaurant","Vegetarian / Vegan Restaurants","null","India","null","null"
"Wazirpur Industrial Area, New Delhi, Delhi","Vegetarian / Vegan","Mohan Leela Banquet",28.70119899,77.16211797,"4eb95f416da1df9ffc23d2c1","New Delhi","Delhi","Vegetarian / Vegan Restaurant","Vegetarian / Vegan Restaurants","null","Wazirpur Industrial Area, New Delhi, Delhi","null","Wazirpur Industrial Area, New Delhi, Delhi"
"Iskon","Vegetarian / Vegan","Govinda's",28.586789,77.350248,"4d3d25a644f5a0933ebad2bb","New Delhi","Delhi","Vegetarian / Vegan Restaurant","Vegetarian / Vegan Restaurants","null","Iskon","null","Iskon"
"Kirti Nagar","Vegetarian / Vegan","Haldiram's",28.66633602,77.14656992,"4caf36a939458cfa9e80f89f","New Delhi","Delhi","Vegetarian / Vegan Restaurant","Vegetarian / Vegan Restaurants","Kirti Nagar","Food Court, Moments Mall (Kirti Nagar)","null","Food Court, Moments Mall"
"Near New Delhi Metro Station","Theme Park","Ramlila Maidan",28.6413198,77.23053217,"4e4e2d00ae6051db8db96091","New Delhi","Delhi","Theme Park","Theme Parks","null","Near New Delhi Metro Station","null","Near New Delhi Metro Station"
"Shivaji place, Tagore Garden Extension","Cineplex","Wave Cinemas",28.65190932,77.120837,"4bd51c705631c9b64ab7a330","New Delhi","Delhi","Multiplex","Multiplexes","Shivaji place, Tagore Garden Extension","TDI Mall (Shivaji place, Tagore Garden Extension)","null","TDI Mall"
"moti nagar","Cineplex","Fun Cinema",28.65684247,77.13922771,"4d6e54b924b56ea84a90fefb","New Delhi","Delhi","Multiplex","Multiplexes","null","moti nagar","null","moti nagar"
"Rajpath","Landmark","India Gate | ?????? ??? (India Gate)",28.61279643,77.22920738,"4b5eeab3f964a520ca9d29e3","New Delhi","Delhi","Monument / Landmark","Monuments / Landmarks","Rajpath","India Gate C-Hexagon (Rajpath)","null","India Gate C-Hexagon"
"Green Park Market","Event Space","Essex Farms",28.54389947,77.20125433,"4c9e087d2fb1a1433308e640","New Delhi","Delhi","Event Space","Event Spaces","null","4, Aurobindo Marg",110016,"4, Aurobindo Marg"
"Gadaipur","Landmark","Qutub Minar | ?????? ????? (Qutub Minar)",28.52526505,77.18659305,"4ba47c9bf964a520fe9f38e3","New Delhi","Delhi","Monument / Landmark","Monuments / Landmarks","null","Lado Sarai",110030,"Lado Sarai"
"Safdurjung road","Entertainment","Delhi Gymkhana Club",28.59841351,77.20499377,"4b645897f964a5203aac2ae3","New Delhi","Delhi","General Entertainment","General Entertainment","null","Safdurjung road","null","Safdurjung road"
"Bharat Scouts and Guides Marg","Landmark","Humayun�s Tomb | ??????? ?? ????? (Humayun�s Tomb)",28.59319707,77.24604675,"4bf7829cb182c9b6f2f0755a","New Delhi","Delhi","Monument / Landmark","Monuments / Landmarks","null","Bharat Scouts and Guides Marg","null","Bharat Scouts and Guides Marg"
"New Delhi","Stadium","R K Khanna Stadium",28.56044758,77.18822716,"4caddcf2632b37048ad06a6e","New Delhi","Delhi","Stadium","Stadiums","null","New Delhi","null","null"
"Delhi High Court","Stadium","Jawaharlal Nehru Stadium",28.58310439,77.23258667,"4e0b3a8d814dac5b11ca7967","New Delhi","Delhi","Stadium","Stadiums","Lodi Estate","Jawaharlal Nehru Stadium (Lodi Estate)",110003,"Jawaharlal Nehru Stadium"
"Green Park Market","Market","Hauz Khas Village",28.55431076,77.1951396,"4dff63787d8bc001316c3a96","New Delhi","Delhi","Market","Markets","Near Greenpark Market","Haus Khas (Near Greenpark Market)",110016,"Haus Khas"
"Third Floor, Spice World Mall, I-2, Sector 25A","Cineplex","Spice Cinemas",28.58631409,77.34085673,"4b88bdbcf964a5206e0b32e3","New Delhi","Delhi","Multiplex","Multiplexes","null","Third Floor, Spice World Mall, I-2, Sector 25A",201301,"Third Floor, Spice World Mall, I-2, Sector 25A"
"Haiderpur","Cineplex","MovieTime Cinema, Westgate Mall",28.65312508,77.12317496,"4e5e3210e4cdfc603ed747dc","New Delhi","Delhi","Multiplex","Multiplexes","null","West Gate Mall, Rajouri Garden",110088,"West Gate Mall, Rajouri Garden"
"D.E.S.U. Colony","Cineplex","Satyam Cineplex",28.6297244,77.08155851,"4be39c75f07b0f47ada0f843","New Delhi","Delhi","Multiplex","Multiplexes","null","Janakpuri Distt Centre",110058,"Janakpuri Distt Centre"
"New Delhi","Cineplex","PVR Naraina",28.63278863,77.13889499,"4d18a577e190721e0a672321","New Delhi","Delhi","Multiplex","Multiplexes","null","India","null","null"
"Avantika","Cineplex","PVR Prashant Vihar",28.71238724,77.13594326,"4d29ff0d8292236acfcb27bb","New Delhi","Delhi","Multiplex","Multiplexes","Sector 14, Rohini","2nd Floor, Fun City Mall, PVR Prashant Vihar Road (Sector 14, Rohini)",110085,"2nd Floor, Fun City Mall, PVR Prashant Vihar Road"
"Avantika","Cineplex","M2K Cinema",28.70287086,77.11768157,"4bf6720dbb5176b004fa5ab2","New Delhi","Delhi","Multiplex","Multiplexes","Delhi","Rohini (Delhi)",110085,"Rohini"
"Ashok Nagar","Cineplex","PVR Cinemas",28.63904704,77.0749374,"4e3a211c15209132ac1063e7","New Delhi","Delhi","Multiplex","Multiplexes","null","Community Center, Shop G1, Vikaspuri",110018,"Community Center, Shop G1, Vikaspuri"
"MG Rd.","Cineplex","PVR Cinemas",28.48095353,77.0802195,"4b9a58e4f964a520e2ad35e3","New Delhi","Delhi","Multiplex","Multiplexes","MG Rd.","MGF Metropolitan Mall (MG Rd.)","null","MGF Metropolitan Mall"
"Distt. Court Complex  Saket   ","Mall","DLF Place Saket",28.52803211,77.21689611,"4b6e639ff964a52059bb2ce3","New Delhi","Delhi","Shopping Mall","Shopping Malls","NA","Saket, (NA)",110017,"Saket,"
"East Of Kailash","Indie Movies","M Cinemas",28.55906511,77.2464444,"4eed61d36c25c7f9d2019a8c","New Delhi","Delhi","Indie Movie Theater","Indie Movie Theaters","Formerly Sapna Cinema","54 Community Centre, East Of Kailash (Formerly Sapna Cinema)",110065,"54 Community Centre, East Of Kailash"
"Near sector 6 market","Playground","Dwarka Sports Complex",28.59094023,77.05646042,"4cfa26cdd8468cfa7cd6eb6b","New Delhi","Delhi","Playground","Playgrounds","Near sector 6 market","Dwarka sports complex (Near sector 6 market)","null","Dwarka sports complex"
"Sector 56","Park","Tau Devi Lal Biodiversity Park",28.42974923,77.09118602,"4fa5d26ce4b08e1f892d91f7","New Delhi","Delhi","Park","Parks","null","Gurgaon 122011",122011,"null"
"New Delhi","Cineplex","Saket Complex",28.5198929,77.20643561,"4e7dec938231e88c0cc4d253","New Delhi","Delhi","Multiplex","Multiplexes","null","India","null","null"
"Sector 4","Entertainment","Radio One 94.3 FM (Studio)",28.5818893,77.32460421,"50403147e4b0047a40d1e44e","New Delhi","Delhi","General Entertainment","General Entertainment","null","Sector 4","null","Sector 4"
"New Delhi","Theater","Prasar Bharti Doordarshan central production center",28.54791623,77.21657627,"4f65d5d9e4b09ff9bdc327e1","New Delhi","Delhi","Theater","Theaters","null","India","null","null"
"3, Kasturba Gandhi Marg","Performing Arts","Max Mueller Bhawan | ????? ?????? ???",28.62378699,77.22403419,"4cbdac780180721e38b7aa61","New Delhi","Delhi","Performing Arts Venue","Performing Arts Venues","null","3, Kasturba Gandhi Marg","null","3, Kasturba Gandhi Marg"
"New Delhi","Arcade","Respawn Gaming Cafe",28.64947379,77.13321091,"4f4cb226e4b0c132f552c27e","New Delhi","Delhi","Arcade","Arcades","null","India","null","null"
"Ashok Rd","Historic Site","Election Commission of India",28.62398908,77.21159995,"4e19f017814da5f55257107c","New Delhi","Delhi","Historic Site","Historic Sites","null","Ashok Rd","null","Ashok Rd"
"Hauz Qazi","Landmark","Red Fort | Lal Qila | ??? ????? | ??? ???? (Red Fort (Lal Qila))",28.65575893,77.2419548,"4bf214b83506ef3b1d7abd22","New Delhi","Delhi","Monument / Landmark","Monuments / Landmarks","null","Mahatma Gandhi Marg",110006,"Mahatma Gandhi Marg"
"Teen Murti Road","History Museum","Nehru Memorial Museum And Library | ????? ?????? ????????? ??? ????????? (Nehru Memorial Museum And Library)",28.60300145,77.19918244,"4d09df938ea0a14343e1e273","New Delhi","Delhi","History Museum","History Museums","null","Teen Murti Road","null","Teen Murti Road"
"MG Road","Arcade","DLF City Court",28.48300731,77.09556957,"55472a81498ef7993d8c41ac","New Delhi","Delhi","Arcade","Arcades","MG Road","MG Road","null","null"
"Maya Puri","Arcade","Hari Nagar Clock Tower",28.62523903,77.11100064,"4c6d18d2d0869521ad9b0bea","New Delhi","Delhi","Arcade","Arcades","null","Hari Nagar",110064,"Hari Nagar"
"Gadaipur","Art Gallery","Nature Morte",28.503974,77.184848,"600c18e7b9c32c6d0d76faf6","New Delhi","Delhi","Art Gallery","Art Galleries","null","New Delhi 110030",110030,"null"
"Kakrola","Movie Theater","PVR Vegas Mall",28.600941,77.030234,"5df002a83db41d000818395d","New Delhi","Delhi","Movie Theater","Movie Theaters","null","New Delhi 110078",110078,"null"
"New Delhi","Cineplex","US cinemas",28.647025,77.375428,"575d94ad498e67516b193cc9","New Delhi","Delhi","Multiplex","Multiplexes","null","India","null","null"
"GT Road,","Cineplex","Chaudhary Cineplex",28.65337698,77.43800282,"4e0457d3d4c068446619c622","New Delhi","Delhi","Multiplex","Multiplexes","null","GT Road,","null","GT Road,"
"Masood Pur","Cineplex","Pvr Icon",28.542677,77.15553,"5a15c68ce4c4594c8e88af25","New Delhi","Delhi","Multiplex","Multiplexes","null","New Delhi 110070",110070,"null"
"sector 31","Cineplex","SRS cinemas, Pristine mall",28.43847737,77.31547246,"4ebe69618231b62f41b5c0f3","New Delhi","Delhi","Multiplex","Multiplexes","null","sector 31","null","sector 31"
"Kaushambi","Movie Theater","Wave cinemas",28.64473641,77.32616349,"4ce9260afe90a35db9df460e","New Delhi","Delhi","Movie Theater","Movie Theaters","null","Kaushambi","null","Kaushambi"
"Dr.Mukerjee Nagar","Indie Movies","Batra Cinema",28.71111212,77.21523449,"4d2c7cb5342d6dcb1ce11fcb","New Delhi","Delhi","Indie Movie Theater","Indie Movie Theaters","null","Dr Mukherjee Nagar",110009,"Dr Mukherjee Nagar"
"Greater Noida 201308","Mall","OMAXE CONNAUGHT PLACE MALL",28.488905,77.514997,"5a0eeaf4112c6c185eff5bf4","New Delhi","Delhi","Shopping Mall","Shopping Malls","null","Greater Noida 201308",201308,"null"
"D.E.S.U. Colony","Art Gallery","Dilli Haat Janak Puri",28.62187168,77.09704758,"5390685b498ed799b4a2608e","New Delhi","Delhi","Art Gallery","Art Galleries","null","Virender Nagar",110058,"Virender Nagar"
"Sector-25 A","Stadium","Noida Stadium",28.58859762,77.33957918,"4e63089c1838ad3d0f11dc6b","New Delhi","Delhi","Stadium","Stadiums","null","Sector-25 A",201301,"Sector-25 A"
"Hauz Qazi","Historic Site","Gowri Shankar Temple",28.65622459,77.23556172,"4f7da821e4b0bf87a9c50fa6","New Delhi","Delhi","Historic Site","Historic Sites","null","Chandni Chowk",110006,"Chandni Chowk"
"New Delhi","Arcade","Defence colony flyover market",28.577555,77.23857037,"4f5ae4eae4b05cfda42af901","New Delhi","Delhi","Arcade","Arcades","null","India","null","null"
"Baroda House","Historic Site","Jantar Mantar",28.62773076,77.21643592,"4befd1bdc8d920a132289430","New Delhi","Delhi","Historic Site","Historic Sites","null","Sansad Marg, Connaught Place",110001,"Sansad Marg, Connaught Place"
"Chanakyapuri","Museum","Rail Museum | ??? ????????? (Rail Museum)",28.58559438,77.18079766,"4c148f7fb7b9c928939cab37","New Delhi","Delhi","Museum","Museums","null","Chanakyapuri","null","Chanakyapuri"
"Peeragarhi","Entertainment","Symphony banquet",28.68058135,77.08538038,"4f5c7962e4b01f8f4cdc619e","New Delhi","Delhi","General Entertainment","General Entertainment","null","Peeragarhi","null","Peeragarhi"
"Sec-56, Gurgaon","Arcade","Wazirabad, Sec-56, Gurgaon,",28.42988618,77.09198968,"4bc32a2b74a9a5934a1fd4f6","New Delhi","Delhi","Arcade","Arcades","null","Sec-56, Gurgaon",122001,"Sec-56, Gurgaon"
"Distt. Court Complex  Saket   ","Cineplex","PVR Cinemas",28.52820177,77.21946148,"4b5da091f964a520176429e3","New Delhi","Delhi","Multiplex","Multiplexes","Select City Walk Mall","2nd Floor, Select City Walk, A-3, Press Enclave Marg, District Center, Saket (Select City Walk Mall)",110017,"2nd Floor, Select City Walk, A-3, Press Enclave Marg, District Center, Saket"
"Logix City Center","Cineplex","PVR",28.57423283,77.35355811,"570a7b67498e2c551cbb741c","New Delhi","Delhi","Multiplex","Multiplexes","null","Logix City Center","null","Logix City Center"
"Great India Place Mall, Sector 38-A","Cineplex","CARNIVAL CINEMAS",28.56801855,77.32649325,"4baef928f964a520bfe43be3","New Delhi","Delhi","Multiplex","Multiplexes","Great India Place Mall, Sector 38-A","Third Floor, (Great India Place Mall, Sector 38-A)",201301,"Third Floor,"
"NH8","Cineplex","DT Cinemas",28.46150628,77.05249009,"4fdc819ce4b018d07896f04a","New Delhi","Delhi","Multiplex","Multiplexes","NH8","DT Star Mall (NH8)",122001,"DT Star Mall"
"Dada Ghosh Bhawan","Movie Theater","Satyam Cineplex",28.65016627,77.15793134,"4b489866f964a520255026e3","New Delhi","Delhi","Movie Theater","Movie Theaters","Patel Nagar","Shadipur Metro (Patel Nagar)",110008,"Shadipur Metro"
"Mehrauli Gurgaon Rd","Movie Theater","PVR Cinemas",28.47900832,77.08083154,"4d57f45ad1a08cfa49ad09ba","New Delhi","Delhi","Movie Theater","Movie Theaters","Mehrauli Gurgaon Rd","DLF City Centre Mall (Mehrauli Gurgaon Rd)","null","DLF City Centre Mall"
"Masood Pur","Movie Theater","PVR Director's Cut",28.54077309,77.15449924,"4f48e087e4b0291e48c90c03","New Delhi","Delhi","Movie Theater","Movie Theaters","None","3rd Flr., Ambience Mall, Nelson Mandela Rd., Vasant Kunj (None)",110070,"3rd Flr., Ambience Mall, Nelson Mandela Rd., Vasant Kunj"
"GK 2","Cineplex","DT Cinemas",28.54147043,77.2398095,"4f80478de4b05d42ddf28983","New Delhi","Delhi","Multiplex","Multiplexes","GK 2","GK 2","null","null"
"New Delhi","Cineplex","DT Cinemas",28.44642622,77.0795576,"51cffb5c498e7a11529be3be","New Delhi","Delhi","Multiplex","Multiplexes","null","India","null","null"
"Jhulelal Apartment","Cineplex","La Fearless Cinema",28.69755708,77.13540755,"4fbf9ab7e4b050c6795f636f","New Delhi","Delhi","Multiplex","Multiplexes","null","Jhulelal Apartment","null","Jhulelal Apartment"
"New Delhi","Cineplex","cinemax pacific mall",28.64243887,77.10638164,"516557c2e4b0839e5042298b","New Delhi","Delhi","Multiplex","Multiplexes","null","India","null","null"
"Far?d?b?d","Cineplex","PVR",28.436577,77.30298,"4ee4893329c220f971cc5e23","New Delhi","Delhi","Multiplex","Multiplexes","null","Far?d?b?d","null","null"
"New Delhi","Cineplex","SRS Cinemas, Shubham Tower",28.38351168,77.31433935,"5003f302e4b0382ba0c6d15b","New Delhi","Delhi","Multiplex","Multiplexes","null","India","null","null"
"Pitampura","Cineplex","M2k Pitampura",28.68927667,77.13322215,"4ca7011644a8224b99d90840","New Delhi","Delhi","Multiplex","Multiplexes","null","Pitampura","null","Pitampura"
"Anand Niketan","Cineplex","Pvr Ecx Chanakya",28.58435224,77.19076664,"59c52d9accad6b5a58c314b8","New Delhi","Delhi","Multiplex","Multiplexes","null","DLF Emporio Chanakyapuri",110021,"DLF Emporio Chanakyapuri"
"Avantika","Cineplex","Cinepolis, Unity One Rohini",28.714867,77.11565,"577e46f9498e3459596bd2c8","New Delhi","Delhi","Multiplex","Multiplexes","Rohini West Metro Station","Unity One Mall (Rohini West Metro Station)",110085,"Unity One Mall"
"Noida 201301","Restaurant","Noida Social",28.567208,77.32057,"5defaccc2d5b120007cadd00","New Delhi","Delhi","Restaurant","Restaurants","null","Noida 201301",201301,"null"
"Sarojini Naidu Marg","Movie Theater","SRS Cinemas",28.63836792,77.36065304,"51346ce2e8893c143a3b9117","New Delhi","Delhi","Movie Theater","Movie Theaters","Sarojini Naidu Marg","Aditya City Center, (Sarojini Naidu Marg)",201010,"Aditya City Center,"
"NH 8","Cineplex","Pvr Imax",28.50416,77.09739,"5a8958e726659b534a83c3b2","New Delhi","Delhi","Multiplex","Multiplexes","NH 8","Ambience Mall (NH 8)",122001,"Ambience Mall"
"Sector 4","Cineplex","StarX Cinemas",28.64273078,77.340556,"4c8c8cbced3ab60cabf76821","New Delhi","Delhi","Multiplex","Multiplexes","null","Sector 4","null","Sector 4"
"D.E.S.U. Colony","Movie Theater","Cinepolis Janak",28.611002,77.09375,"5acf90302a7ab66d70afa358","New Delhi","Delhi","Movie Theater","Movie Theaters","null","New Delhi 110058",110058,"null"
"DLF Mall of India","Cineplex","PVR ECX",28.56728414,77.3209056,"5898cf4bbf1a6d219a399052","New Delhi","Delhi","Multiplex","Multiplexes","null","DLF Mall of India","null","DLF Mall of India"
"New Delhi","Cineplex","PVR Audi 02",28.64510108,77.33759945,"4fe6c7b3e4b0b8bb5b1255c9","New Delhi","Delhi","Multiplex","Multiplexes","null","India","null","null"
"Gh?zi?b?d","Movie Theater","PVR EDM",28.64132275,77.31702625,"4d4d7a799ee137040d3d848b","New Delhi","Delhi","Movie Theater","Movie Theaters","null","Gh?zi?b?d","null","null"
"Gurugram 122001","Cineplex","Pvr Mega Mall",28.47568149,77.09321339,"596207f6112c6c70932f7452","New Delhi","Delhi","Multiplex","Multiplexes","null","Gurugram 122001",122001,"null"
"New Delhi","Cineplex","PM Cinemas Faridabad",28.38352712,77.31459739,"5124edace4b05a081c8902ec","New Delhi","Delhi","Multiplex","Multiplexes","null","India","null","null"
