"Neighborhood","Venue Category","Venue","location_address","Neighborhood_Latitude","Neighborhood_Longitude","id","location_postalCode","location_city","location_state","location_country","location_formattedAddress","categories_name","categories_pluralName","categories_shortName","location_crossStreet","location_neighborhood",,,,,,,,
,"Restaurant","D Dhaba","null",19.14879308,72.83229727,"512b32b8e4b0f4c993bcd0d2","null","Mumbai","Maharashtra","India","India","Restaurant","Restaurants","Restaurant","null",,,,,,,,,
,"Restaurant","The Bombay Dhaba","null",19.221869,73.01784,"58cc11a1c30f79556feeaadd","null","Mumbai","Maharashtra","India","India","Restaurant","Restaurants","Restaurant","null",,,,,,,,,
"mulund east","Restaurant","Mandap","opp mulund station",19.17154075,72.95642296,"5008013fe4b0d5e2f561a9af","null","Mumbai","Maharashtra","India","opp mulund station (mulund east)","Restaurant","Restaurants","Restaurant","mulund east","mulund east",,,,,,,,
"Bandra","Restaurant","Seeds Of Life, The Green Cafe","Pali Mala Road, Pali Hill,",19.062933,72.82527,"5d945b21aee0690008f08a61",400050,"Mumbai","Maharashtra","India","Pali Mala Road, Pali Hill, (Bandra)","Restaurant","Restaurants","Restaurant","Bandra","Bandra",,,,,,,,
"Kala Ghoda","Restaurant","Americano","123 Nagindas Master Road",18.928888,72.83263,"5c8cf99ca87921003981cf30",400001,"Mumbai","Maharashtra","India","123 Nagindas Master Road (Kala Ghoda)","Restaurant","Restaurants","Restaurant","Kala Ghoda","Kala Ghoda",,,,,,,,
"Belapur","Restaurant","Hotel Pawan Bar & Restaurant","Belapur",19.02648473,73.0414876,"5172d827498e2885e0d273c3","null","Mumbai","Maharashtra","India","Belapur","Restaurant","Restaurants","Restaurant","null","Belapur",,,,,,,,
,"Restaurant","Kasbah Grand","null",19.16472401,72.83526295,"564ca3de498ebde26044b093","null","Mumbai","Maharashtra","India","India","Restaurant","Restaurants","Restaurant","null",,,,,,,,,
"Opposite Sanpada Station","Restaurant","Shikara Restaurant","Opposite Sanpada Station",19.0681498,73.01057321,"4dbc43135da3ff58ec4678b8","null","Mumbai","Maharashtra","India","Opposite Sanpada Station","Restaurant","Restaurants","Restaurant","null","Opposite Sanpada Station",,,,,,,,
"Chakala Midc","Restaurant","The Fusion Kitchen","null",19.120785,72.875435,"5bc1b1f867a9fe002b677d50",400093,"Mumbai","Maharashtra","India","Mumbai 400093","Restaurant","Restaurants","Restaurant","null","Chakala Midc",,,,,,,,
,"Restaurant","Ambience","null",19.2048286,72.86667215,"514dd499e4b04b410d4a4308","null","Mumbai","Maharashtra","India","India","Restaurant","Restaurants","Restaurant","null",,,,,,,,,
"Satra Plaza","Restaurant","Pop Tates","Satra Plaza",19.08204248,73.00529757,"55fc1037498ecf30722c1688","null","Mumbai","Maharashtra","India","Satra Plaza","Restaurant","Restaurants","Restaurant","null","Satra Plaza",,,,,,,,
,"Restaurant","Central Restaurant","null",18.94977229,72.83458215,"5002fb65e4b000090fb2f6d8","null","Mumbai","Maharashtra","India","India","Restaurant","Restaurants","Restaurant","null",,,,,,,,,
"Goregaon West","Restaurant","Ratna Restaurant","SV Road",19.16360227,72.84592549,"4c9df419d3c2b60ceffac5bc","null","Mumbai","Maharashtra","India","SV Road (Goregaon West)","Restaurant","Restaurants","Restaurant","Goregaon West","Goregaon West",,,,,,,,
,"Restaurant","sai prasad bar","null",19.12012808,72.85538171,"5262a66d498e6872b2555f9b","null","Mumbai","Maharashtra","India","India","Restaurant","Restaurants","Restaurant","null",,,,,,,,,
"Janjirkar cross","Restaurant","Patel Restaurant","Mohammed ali road",18.94979755,72.83465489,"4c1f287763750f472cbbba67",400003,"Mumbai","Maharashtra","India","Mohammed ali road (Janjirkar cross)","Restaurant","Restaurants","Restaurant","Janjirkar cross","Janjirkar cross",,,,,,,,
"Kurla (west)","Restaurant","Thambi Veg. Restaurant","Refractory House Compound, Opp. SBI, LBS Marg,Kurla (west) Mumbai-400070",19.08376385,72.88336511,"5070595be4b01f70b0cedfc0","null","Mumbai","Maharashtra","India","Refractory House Compound, Opp. SBI, LBS Marg,Kurla (west) Mumbai-400070","Restaurant","Restaurants","Restaurant","null","Kurla (west)",,,,,,,,
"Mumbai Central","Restaurant","Amrut Punjab","Santoshi Mata Chambers",18.96793246,72.82027341,"4eba59c00cd6f29a6cf4c0cf",400008,"Mumbai","Maharashtra","India","Santoshi Mata Chambers (Dr. Dadasaheb Bhadkamkar Marg, Mumbai Central)","Restaurant","Restaurants","Restaurant","Dr. Dadasaheb Bhadkamkar Marg, Mumbai Central","Mumbai Central",,,,,,,,
"Kharghar","Restaurant","Highway Break","null",19.035658,73.07151,"5980a4382955136a10a4693a",410210,"Mumbai","Maharashtra","India","Navi Mumbai 410210","Restaurant","Restaurants","Restaurant","null","Kharghar",,,,,,,,
"Swapna Nagari","Restaurant","The BackYard","Shop No 1 , Swapna Sagar Building",19.18133181,72.94033259,"4fa13717e4b00527909955a5",400080,"Mumbai","Maharashtra","India","Shop No 1 , Swapna Sagar Building (Swapna Nagari)","Restaurant","Restaurants","Restaurant","Swapna Nagari","Swapna Nagari",,,,,,,,
"Vikrant Circle","Restaurant","New Achija","Vikrant Circle",19.07452528,72.90522351,"54cd0ba2498e1f08d79e99d5","null","Mumbai","Maharashtra","India","Vikrant Circle","Restaurant","Restaurants","Restaurant","null","Vikrant Circle",,,,,,,,
"Off Western Express Highway","Hotel Bar","Eighteen Lounge and Bar","International Business Park, Oberoi Garden City",19.17264783,72.86051302,"4ee8ed4e8231d71b3a5649b2",400063,"Mumbai","Maharashtra","India","International Business Park, Oberoi Garden City (Off Western Express Highway)","Hotel Bar","Hotel Bars","Hotel Bar",,"Off Western Express Highway",,,,,,,,
"BKC","Bar","The Bar Stock Exchange","BKC",19.07116583,72.87635865,"54d38a72498e7d4deee4e4c4","null","Mumbai","Maharashtra","India","BKC","Bar","Bars","Bar","null","BKC",,,,,,,,
"Off New Link Road","Brewery","Doolally Taproom","Dalia Estate",19.13591736,72.83309403,"56433c85498ee4d7ac3bca83",400053,"Mumbai","Maharashtra","India","Dalia Estate (Off New Link Road)","Brewery","Breweries","Brewery","Off New Link Road","Off New Link Road",,,,,,,,
"Powai","Italian","Mia Cucina","G3 Transocean, Lake Boulevard Street, Hiranandani Business Park,",19.12016999,72.90721689,"4fe7292be4b0e1967f08a489",400076,"Mumbai","Maharashtra","India","G3 Transocean, Lake Boulevard Street, Hiranandani Business Park, (Powai)","Italian Restaurant","Italian Restaurants","Italian","Powai","Powai",,,,,,,,
"135 Marine Drive","Hotel","InterContinental Marine Drive, Mumbai","The Intercontinental Hotel",18.93504852,72.82419143,"4bc78f5293bdeee1838337ae",400020,"Mumbai","Maharashtra","India","The Intercontinental Hotel (135 Marine Drive)","Hotel","Hotels","Hotel","135 Marine Drive","135 Marine Drive",,,,,,,,
"Jogeshwari West","American","Hard Rock Cafe Andheri","Sharyans Audeus, Ground Floor, Diagonally Opp. Yashraj Studios, Fun Republic Cinema lane, Andheri (W)",19.13599451,72.83533504,"51fa1f52ccdae6540ad807b4",400053,"Mumbai","Maharashtra","India","Sharyans Audeus, Ground Floor, Diagonally Opp. Yashraj Studios, Fun Republic Cinema lane, Andheri (W) (Veera Desai Rd.)","American Restaurant","American Restaurants","American","Veera Desai Rd.","Jogeshwari West",,,,,,,,
"L.B.S.Marg","Pub","Pop Tate's","in R Mall, Level 3",19.18381327,72.95139439,"4c128437a5eb76b0f952beb7",400080,"Mumbai","Maharashtra","India","in R Mall, Level 3 (L.B.S.Marg)","Pub","Pubs","Pub","L.B.S.Marg","L.B.S.Marg",,,,,,,,
"14th Rd (at 33rd Rd)","Bar","Monkey Bar","Summerville, Linking Rd, Near Icici Bank ATM",19.06547527,72.83235771,"554d9f9e498e5e644f024680",400052,"Mumbai","Maharashtra","India","Summerville, Linking Rd, Near Icici Bank ATM (14th Rd (at 33rd Rd))","Bar","Bars","Bar","14th Rd (at 33rd Rd)","14th Rd (at 33rd Rd)",,,,,,,,
,"Pub","Pop Tate's","null",19.1301656,72.8216469,"50e312c4e4b0f6f2df9b3383","null","Mumbai","Maharashtra","India","India","Pub","Pubs","Pub","null",,,,,,,,,
"at Drainage Channel Road","Lounge","Aer Four Seasons Hotel","114 Dr. E. Moses Road, Worli",18.99413181,72.82037726,"4b3a44eaf964a520626325e3",400018,"Mumbai","Maharashtra","India","114 Dr. E. Moses Road, Worli (at Drainage Channel Road)","Lounge","Lounges","Lounge","at Drainage Channel Road","at Drainage Channel Road",,,,,,,,
"Road No. 4","Italian","Out of the Blue","Le Sutra Hotel, 14 Union Park, Khar West",19.07175569,72.82553536,"4b0587ccf964a52035a222e3",400052,"Mumbai","Maharashtra","India","Le Sutra Hotel, 14 Union Park, Khar West (Road No. 4)","Italian Restaurant","Italian Restaurants","Italian","Road No. 4","Road No. 4",,,,,,,,
"Lower Parel, Senapati Bapat Marg","Pub","The Irish House","High Street Phoenix",18.9944161,72.82472134,"4ec242c210810143d3917d76",400013,"Mumbai","Maharashtra","India","High Street Phoenix (Lower Parel, Senapati Bapat Marg)","Pub","Pubs","Pub","Lower Parel, Senapati Bapat Marg","Lower Parel, Senapati Bapat Marg",,,,,,,,
"SV Rd.","Pub","Pop Tate's","R Mall",19.23062852,72.97749448,"4f684157e4b0c5f655b4a68f","null","Mumbai","Maharashtra","India","R Mall (SV Rd.)","Pub","Pubs","Pub","SV Rd.","SV Rd.",,,,,,,,
"Oberoi Mall","Brewery","British Brewing Company (BBC)","Oberoi Mall",19.17418554,72.8605038,"50b62cffe4b09c0e1ed2445d",400063,"Mumbai","Maharashtra","India","Oberoi Mall","Brewery","Breweries","Brewery","null","Oberoi Mall",,,,,,,,
"Lower Parel","Athletics & Sports","SMAAASH","SMAAASH, Kamala Mills, Gate No. 4, Lower Parel, Mumbai 400 013.",19.00447181,72.82611442,"50715ea7e4b0db7c162854e8",400013,"Mumbai","Maharashtra","India","SMAAASH, Kamala Mills, Gate No. 4, Lower Parel, Mumbai 400 013. (Lower Parel)","Athletics & Sports","Athletics & Sports","Athletics & Sports","Lower Parel","Lower Parel",,,,,,,,
"Lower Parel","Indian","Bombay Canteen","Kamla Mills",19.00341017,72.82781561,"54d39713498e901bd9f9e6eb",400013,"Mumbai","Maharashtra","India","Kamla Mills (Lower Parel)","Indian Restaurant","Indian Restaurants","Indian","Lower Parel","Lower Parel",,,,,,,,
"opposite Regal Cinema","Pub","Woodside Inn","Indian Mercantile Mansion, Wodehouse Rd",18.92475092,72.83192967,"4b0587cef964a5207ba222e3","400 039","Mumbai","Maharashtra","India","Indian Mercantile Mansion, Wodehouse Rd (opposite Regal Cinema)","Pub","Pubs","Pub","opposite Regal Cinema","opposite Regal Cinema",,,,,,,,
,"Bar","Bora Bora","null",19.09794882,72.82698699,"4f1184cbe4b019e991337078","null","Mumbai","Maharashtra","India","Mumbai","Bar","Bars","Bar","null",,,,,,,,,
"Andheri (W)","Pub","WTF Versova","Jewel Shopping Center, 7 Bungalows, Versova, Andheri (W)",19.1284653,72.81737326,"4cd2dbc690f23704ff788de8","null","Mumbai","Maharashtra","India","Jewel Shopping Center, 7 Bungalows, Versova, Andheri (W)","Pub","Pubs","Pub","null","Andheri (W)",,,,,,,,
"Juhu Versova Link Road","Pub","Versova Social","CTS No. 1311 / 2 , Plot - B , Savitri Bai Jotiba Phule Rd,,",19.12650277,72.82068352,"586e662ff229956ef376fb10",400061,"Mumbai","Maharashtra","India","CTS No. 1311 / 2 , Plot - B , Savitri Bai Jotiba Phule Rd,, (Juhu Versova Link Road)","Pub","Pubs","Pub","Juhu Versova Link Road","Juhu Versova Link Road",,,,,,,,
"SV Road","Bar","Khar Social","Behind Ramee",19.06824342,72.83802654,"56345dce498e87c16cbd1843","null","Mumbai","Maharashtra","India","Behind Ramee (SV Road)","Bar","Bars","Bar","SV Road","SV Road",,,,,,,,
"Juhu Beach,","Bar","Gadda Da Vida","Balraj Sahani Marg",19.1086364,72.82393576,"4b0587cff964a5209da222e3","400 049","Mumbai","Maharashtra","India","Balraj Sahani Marg (Juhu Beach,)","Bar","Bars","Bar","Juhu Beach,","Juhu Beach,",,,,,,,,
"Kala Ghoda","Bar","The Irish House","Rampart Row, Near Rhythm House",18.9277967,72.83229462,"5132207de4b01ac3b34d884f","null","Mumbai","Maharashtra","India","Rampart Row, Near Rhythm House (Kala Ghoda)","Bar","Bars","Bar","Kala Ghoda","Kala Ghoda",,,,,,,,
"Matunga","Bar","Trilok Bar & Resturant","Station Rd",19.02773338,72.85178859,"4ed139495c5c9528fa406b06","null","Mumbai","Maharashtra","India","Station Rd (Matunga)","Bar","Bars","Bar","Matunga","Matunga",,,,,,,,
"Juhu","Cocktail","Melting Pot","Juhu Tara Road",19.10134314,72.82722083,"4b0587d0f964a520c3a222e3","400 049","Mumbai","Maharashtra","India","Juhu Tara Road (Juhu)","Cocktail Bar","Cocktail Bars","Cocktail","Juhu","Juhu",,,,,,,,
"13th Road , Opposite Juhu Gymkhana","Cocktail","Copa","null",19.10976501,72.82717204,"525abf5311d277826dfcfa5c",400049,"Mumbai","Maharashtra","India","13th Road , Opposite Juhu Gymkhana","Cocktail Bar","Cocktail Bars","Cocktail","13th Road , Opposite Juhu Gymkhana","13th Road , Opposite Juhu Gymkhana",,,,,,,,
"near khar station","Hookah Bar","Round About","khar west",19.07122248,72.83990235,"535cdb87498e482b55d05cff","null","Mumbai","Maharashtra","India","khar west (near khar station)","Hookah Bar","Hookah Bars","Hookah Bar","near khar station","near khar station",,,,,,,,
"Bandra West","Seafood","Soul Fry","Pali Naka",19.06273857,72.82809409,"4d2ca96ec406721eb5bd96b6",400053,"Mumbai","Maharashtra","India","Pali Naka (Bandra West)","Seafood Restaurant","Seafood Restaurants","Seafood","Bandra West","Bandra West",,,,,,,,
"135 Marine Drive","Lounge","The Dome","The Intercontinental Marine Drive",18.93501405,72.824243,"4b0587ccf964a5203ba222e3",400020,"Mumbai","Maharashtra","India","The Intercontinental Marine Drive (135 Marine Drive)","Lounge","Lounges","Lounge","135 Marine Drive","135 Marine Drive",,,,,,,,
"Linking Road, Bandra West","Lounge","Escobar","199 V N Sphere Mall, 4th floor",19.06017654,72.83644616,"4b632630f964a52084662ae3",400050,"Mumbai","Maharashtra","India","199 V N Sphere Mall, 4th floor (Linking Road, Bandra West)","Lounge","Lounges","Lounge","Linking Road, Bandra West","Linking Road, Bandra West",,,,,,,,
"Colaba","Bar","Havana Cafe & Bar","The Gordon House Hotel",18.92403456,72.83274722,"559beb3a498e94f14bcd3cbf",400039,"Mumbai","Maharashtra","India","The Gordon House Hotel (5 Battery Street, Apollo Bunder, Colaba)","Bar","Bars","Bar","5 Battery Street, Apollo Bunder, Colaba","Colaba",,,,,,,,
"462, Senapati Bapat Marg","Hotel Bar","Li Bai - St. Regis","462, Senapati Bapat Marg",18.9941864,72.82379468,"52405e3d11d26f7b223fcb96",400013,"Mumbai","Maharashtra","India","462, Senapati Bapat Marg","Hotel Bar","Hotel Bars","Hotel Bar","null","462, Senapati Bapat Marg",,,,,,,,
,"Bar","TrueTrammTrunk","null",19.1034515,72.83141268,"56be18ce498ebf522c32ad58","null","Mumbai","Maharashtra","India","Mumbai","Bar","Bars","Bar","null",,,,,,,,,
"Off New Link Road, Andheri West,","Pub","The Little Door","Plot No. B 31, Ground Floor - Shree Siddhivanayak Plaza,",19.13926491,72.83317997,"4f4e4c34e4b027c8742327cf",400053,"Mumbai","Maharashtra","India","Plot No. B 31, Ground Floor - Shree Siddhivanayak Plaza, (Off New Link Road, Andheri West,)","Pub","Pubs","Pub","Off New Link Road, Andheri West,","Off New Link Road, Andheri West,",,,,,,,,
"at Pali Hill Tourist Hotel","Lounge","Olive Bar & Kitchen","14 Union Park Rd",19.07184565,72.82516744,"4b0587d0f964a520c1a222e3","400 052","Mumbai","Maharashtra","India","14 Union Park Rd (at Pali Hill Tourist Hotel)","Lounge","Lounges","Lounge","at Pali Hill Tourist Hotel","at Pali Hill Tourist Hotel",,,,,,,,
"Bandra West,","Pub","Toto�s Garage","7/8, Lourdes Haven Apts, Pali Naka,",19.06240141,72.82984348,"4c0015b9c30a2d7f7bfb111d",400050,"Mumbai","Maharashtra","India","7/8, Lourdes Haven Apts, Pali Naka, (Bandra West,)","Pub","Pubs","Pub","Bandra West,","Bandra West,",,,,,,,,
"NMMC Office","Sports Bar","J9 Sports Lounge","null",19.01826058,73.04364713,"511bbc46e4b096e87d58e5b2","null","Mumbai","Maharashtra","India","India","Sports Bar","Sports Bars","Sports Bar","null","NMMC Office",,,,,,,,
"Viviana mall","Sports Bar","Sodabottleopenerwala","Viviana mall",19.20823173,72.97201014,"57de922b498e235436df891b",400603,"Mumbai","Maharashtra","India","Viviana mall","Sports Bar","Sports Bars","Sports Bar","null","Viviana mall",,,,,,,,
"BKC","Bar","Toast And Tonic","Godrej - JetAirways",19.05945064,72.86470304,"591f2f3ff5e9d739e07b96dd",400051,"Mumbai","Maharashtra","India","Godrej - JetAirways (BKC)","Bar","Bars","Bar","BKC","BKC",,,,,,,,
"Fort","Bar","Town House Cafe","# 16, Near Sterling Cinema, Murzban Road, Azad Maidan,",18.93854996,72.83346356,"5263e1ba11d265711e8024bf",400001,"Mumbai","Maharashtra","India","# 16, Near Sterling Cinema, Murzban Road, Azad Maidan, (Fort)","Bar","Bars","Bar","Fort","Fort",,,,,,,,
"New Link Road","Bar","Slice of Lime","New Link Road",19.18948857,72.83471101,"4b0587cef964a52072a222e3","400 064","Mumbai","Maharashtra","India","New Link Road","Bar","Bars","Bar","null","New Link Road",,,,,,,,
"Bandra Kurla Complex, BKC","Bar","Hitchki","FIFC",19.06972997,72.86976115,"5a21b1cea4236243c9628ad2",400051,"Mumbai","Maharashtra","India","FIFC (Bandra Kurla Complex, BKC)","Bar","Bars","Bar","Bandra Kurla Complex, BKC","Bandra Kurla Complex, BKC",,,,,,,,
"Juhu","Nightclub","Trilogy","Hotel Sea Princess",19.09319747,72.82722825,"4c77f7f32d3ba143fd4789d0","null","Mumbai","Maharashtra","India","Hotel Sea Princess (Juhu)","Nightclub","Nightclubs","Nightclub","Juhu","Juhu",,,,,,,,
"Sector 17,","Cocktail","Coral Lounge","Behind Navratna Hotel, 1st Floor, Sector 17,",19.07326331,72.9981176,"4ea42f55b6347b996883464a","null","Mumbai","Maharashtra","India","Behind Navratna Hotel, 1st Floor, Sector 17,","Cocktail Bar","Cocktail Bars","Cocktail","null","Sector 17,",,,,,,,,
"Bkc, Bandra East","Pub","Ten Downing Street","4-5012, Trident Road",19.067398,72.86698,"58e1147a04ab1a256a630502",400051,"Mumbai","Maharashtra","India","4-5012, Trident Road (Bkc, Bandra East)","Pub","Pubs","Pub","Bkc, Bandra East","Bkc, Bandra East",,,,,,,,
"Ghatkopar [W]","American","Thank God It's Friday","G 73, Ground Floor",19.09970145,72.91651091,"4f003261f790570bd27d6bac","null","Mumbai","Maharashtra","India","G 73, Ground Floor (In R City Mall, LBS Marg, Ghatkopar [W])","American Restaurant","American Restaurants","American","In R City Mall, LBS Marg, Ghatkopar [W]","Ghatkopar [W]",,,,,,,,
"Citi Tower, Sector 15, Belapur,","Lounge","Rockville Bar & Diner","Citi Tower, Sector 15, Belapur,",19.01002703,73.03314683,"4c304d5b09a99c74d3060b2a","null","Mumbai","Maharashtra","India","Citi Tower, Sector 15, Belapur,","Lounge","Lounges","Lounge","null","Citi Tower, Sector 15, Belapur,",,,,,,,,
"Pali Naka, Pali Hill","Pub","The Irish House","7, A-Wing, Gasper Enclave",19.06157485,72.82950646,"55f99c5f498e3b6c159a56ff",400050,"Mumbai","Maharashtra","India","7, A-Wing, Gasper Enclave (Pali Naka, Pali Hill)","Pub","Pubs","Pub","Pali Naka, Pali Hill","Pali Naka, Pali Hill",,,,,,,,
"Khar","Pub","3 Wise Monkeys","Hotel Unicontinental, 3rd Road, near Khar Railway Station",19.07054503,72.83965894,"5007d4b090e75e8ac69d51a7","400 052","Mumbai","Maharashtra","India","Hotel Unicontinental, 3rd Road, near Khar Railway Station (Khar)","Pub","Pubs","Pub","Khar","Khar",,,,,,,,
"Chembur Extension","Lounge","The bar stock exchange","null",19.046546,72.908193,"5a50cb16f870fd2b52f301fa",400074,"Mumbai","Maharashtra","India","Mumbai 400074","Lounge","Lounges","Lounge","null","Chembur Extension",,,,,,,,
"Juhu","Pub","The Bar Stock Exchange (Juhu)","null",19.11543878,72.83472827,"5814e7cc38fab8bf798ffdfb","null","Mumbai","Maharashtra","India","Juhu","Pub","Pubs","Pub","Juhu","Juhu",,,,,,,,
"Inorbit Mall, Vashi","Bar","Tight","F-32 B, 1st Floor,",19.06571314,73.00072723,"4eccb21410813651da04e5b1",400703,"Mumbai","Maharashtra","India","F-32 B, 1st Floor, (Inorbit Mall, Vashi)","Bar","Bars","Bar","Inorbit Mall, Vashi","Inorbit Mall, Vashi",,,,,,,,
"Kamala Mills, Lower Parel","Pub","Pop Tate's","Kamala Mills, Lower Parel",19.00342102,72.82776597,"5589178a498e73e02443f7bf","null","Mumbai","Maharashtra","India","Kamala Mills, Lower Parel","Pub","Pubs","Pub","null","Kamala Mills, Lower Parel",,,,,,,,
