Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,id,location_address,location_crossStreet,location_neighborhood,location_postalCode,location_city,location_state,location_country,categories_name,categories_pluralName,categories_shortName,cluster_label
East Harlem,,Education,New York Center For Infants And Toddlers,40.80062866,-73.94367218,4ded023dc65b85dd15f67a28,51A E 117th St,,,10035,New York,NY,United States,Nursery School,Nursery Schools,Nursery School,34
Greenpoint,Roebling Ave.,Education,The Mount Carmel Early Childhood Center,40.716497,-73.952335,5c127209ad1789002d6d27c2,10 Withers St,Roebling Ave.,Roebling Ave.,11211,Brooklyn,NY,United States,Nursery School,Nursery Schools,Nursery School,6
Bloomfield,,Education,The Nursery School of Christ Church,40.79875012,-74.20085893,4f832d81e4b020c7c08dc300,"74 Park Ave, Bloomfield, NJ 07003",,,7003,Bloomfield,NJ,United States,Nursery School,Nursery Schools,Nursery School,5
Jersey City,,Education,Three Little Birds,40.72452,-74.078991,5799037238fadd1d75407a3c,691 W Side Ave,,,7304,Jersey City,NJ,United States,Nursery School,Nursery Schools,Nursery School,0
Upper West Side,,Education,All My Children Daycare and Nursery School,40.78604538,-73.97318423,59e4afd6c876c838cc01ede4,101 W 85th St,,,10024,New York,NY,United States,Nursery School,Nursery Schools,Nursery School,37
Brooklyn,,Education,Brooklyn Preschool of Science - Park Slope,40.678947,-73.976157,575add34498ed10a81f66bf3,,,,,Brooklyn,NY,United States,Nursery School,Nursery Schools,Nursery School,21
Central Brooklyn,Downing St,Education,Brooklyn Schoolhouse,40.68478394,-73.96125793,5dbd90d035ccda0008f9f975,156 Gates Ave,Downing St,Downing St,11238,Brooklyn,NY,United States,Nursery School,Nursery Schools,Nursery School,21
Hoboken,Sixth St,Education,All Saints Episcopal Day School,40.74354935,-74.03340149,51714114e4b081c3bc0abe3a,527 Clinton St,Sixth St,Sixth St,7030,Hoboken,NJ,United States,Nursery School,Nursery Schools,Nursery School,0
Williston Park,,Education,Romper Room,40.756287,-73.644541,4de59fa2c65b98fadae9cafa,133 Hillside Ave,,,11596,Williston Park,NY,United States,Nursery School,Nursery Schools,Nursery School,7
Jersey City,,Education,Lucie Goosie on Sussex,40.71491623,-74.03895569,56af9723498eb9680f049b91,120 Sussex St,,,7302,Jersey City,NJ,United States,Nursery School,Nursery Schools,Nursery School,0
Greenpoint,,Child Care,Two By Two Childcare Academy,40.711539,-73.9529533,57dcb9f5498ea39ff572e743,418 Keap St,,,11211,Brooklyn,NY,United States,Daycare,Daycares,Daycare,6
Upper East Side,(2nd and 3rd Avenues),Child Care,New York Kids Club,40.766256,-73.961451,4bed769091380f4793e99f18,219 E 67th St,(2nd and 3rd Avenues),(2nd and 3rd Avenues),10065,New York,NY,United States,Daycare,Daycares,Daycare,11
Jersey City,,Child Care,Smart Start Academy,40.7503851,-74.0460541,54b46013498ef73cc42ab1b8,462 Central Ave,,,7307,Hoboken,NJ,United States,Daycare,Daycares,Daycare,0
Northwest Brooklyn,,Child Care,Kids Run Around Daycare,40.681114,-73.979599,544e8007498ebace727dfefa,615 Warren St #1,,,11217,Brooklyn,NY,United States,Daycare,Daycares,Daycare,21
Greenwich Village and Soho,,Education,NY Kids Club,40.716918,-74.004699,51a4d902498e63887d24f9bd,88 Leonard St,,,10013,New York,NY,United States,Nursery School,Nursery Schools,Nursery School,14
Jersey City,,Education,Montesorri School,40.722649,-74.045425,4f8c1c35e4b024e85717ade7,,,,7302,Jersey City,NJ,United States,Nursery School,Nursery Schools,Nursery School,0
Prospect Park,,Education,BJWilkerson Memorial Child Development Center,40.93048477,-74.17269897,4c1f5e1b63750f4789fbba67,124 Haledon Ave,,,7508,Prospect Park,NJ,United States,Nursery School,Nursery Schools,Nursery School,26
Northwest Queens,,Education,"Birch, Herbert G. Early Childhood Center",40.74692156,-73.94528444,5006bb58e4b0db4c61c4501c,10-24 45th Ave,,,11101,Queens,NY,United States,Nursery School,Nursery Schools,Nursery School,11
Queens,,Education,Growing Little Minds,40.768768,-73.877339,554a68b9498ebb4ef2b4e45f,,,,,Queens,NY,United States,Nursery School,Nursery Schools,Nursery School,31
Staten Island,,Education,Children of the Kingdom,40.6334316,-74.11193228,52264d2f11d25b53544caae3,,,,,Staten Island,NY,United States,Nursery School,Nursery Schools,Nursery School,23
Hunts Point and Mott Haven,,Education,little angels head start,40.81431198,-73.90731049,4ff1f2c5e4b0c8e6f6726d37,,,,10455,Bronx,NY,United States,Nursery School,Nursery Schools,Nursery School,34
Paterson,Preakness Avenue,Education,CPHS Westside Family Dev. Ctr.,40.91590118,-74.18836975,50128cfbe4b0354628c9941d,265 Totowa Ave,Preakness Avenue,Preakness Avenue,7502,Paterson,NJ,United States,Nursery School,Nursery Schools,Nursery School,30
Central Harlem,,Education,West Harlem Head Start Program,40.80371951,-73.95115091,4f95ab42e4b0aa8248fde37c,,,,10026,New York,NY,United States,Nursery School,Nursery Schools,Nursery School,37
Borough Park,,Education,bais frida,40.61744494,-73.96468558,4fbbe687e4b0ae1c3526c118,,,,11230,Brooklyn,NY,United States,Nursery School,Nursery Schools,Nursery School,10
Northwest Brooklyn,President & Carroll,Education,Kidville,40.68135612,-73.99650604,50586ff0e4b0645ce0fad43f,380 Court St,President & Carroll,President & Carroll,11231,Brooklyn,NY,United States,Nursery School,Nursery Schools,Nursery School,21
Chelsea and Clinton,,Education,Xavier High School: Fernandez-Duminuco Hall,40.73756027,-73.99459839,57bf1971498e5370e29bd9f8,35 West 15th Street,,,10011,New York,NY,United States,Private School,Private Schools,Private School,14
Gramercy Park and Murray Hill,3rd avenue,Education,Lyceum Kennedy,40.75084696,-73.97260102,4e74928d52b1c8e51909de29,225 E 43rd St,3rd avenue,3rd avenue,10017,New York,NY,United States,Private School,Private Schools,Private School,4
Passaic,,Education,Noble Leadership Academy,40.86252024,-74.12289775,563b7735cd10b12b234e32af,123 Jefferson St,,,7055,Passaic,NJ,United States,Private School,Private Schools,Private School,28
Newark,,Education,United Airlines EWR Training Center -C4,40.69704685,-74.17987116,56d85b1acd106490be5ff910,,,,,Newark,NJ,United States,Private School,Private Schools,Private School,9
Elizabeth,William St,Business Center,Iam Ll914 Union Hall,40.66451645,-74.20588684,5ad78c8c037be1455281e15d,160 Spring St,William St,William St,7201,Elizabeth,NJ,United States,Business Center,Business Centers,Business Center,9
Hastings-on-Hudson,,Education,Hudson Lab School,40.98436891,-73.88080359,5bd9829ca5a315002cd70c0c,185 Old Broadway,,,10706,Hastings-on-Hudson,NY,United States,Private School,Private Schools,Private School,22
Upper West Side,68th Street,Education,The Shefa School,40.77640915,-73.98364258,55e60653498e0eda74036336,180 Amsterdam Ave,68th Street,68th Street,10023,New York,NY,United States,Private School,Private Schools,Private School,4
Queens,,Education,St. Anthony,40.71637344,-73.90239716,52f6797f498ed9d2a2c7de12,,,,,Queens,NY,United States,Private School,Private Schools,Private School,31
Scarsdale,,Education,Achieve Martial Arts,41.00213623,-73.81363678,5c253d181c0b34002cf7bd9a,590 Central Park Ave,,,10583,Scarsdale,NY,United States,Private School,Private Schools,Private School,22
Queens,,Education,Blue Dolphin Summer Camp,40.70112331,-73.88154456,5567931b498e8a27b3caa820,,,,,Queens,NY,United States,Private School,Private Schools,Private School,19
Lower Manhattan,,Education,Leman Manhattan Preparatory School - High School,40.7059593,-74.01392621,5238ba9111d262a6a2246621,1 Morris St,,,10004,New York,NY,United States,Private School,Private Schools,Private School,14
Upper West Side,,Education,Manhattan Childrens Center,40.79261019,-73.96912805,4d5308ac747f6dcb20cad3d4,,,,10025,,New York,United States,Private School,Private Schools,Private School,37
Brooklyn,,Education,St Peter's Catholic Academy,40.601004,-73.990124,563cfa15cd103634b567064a,8401 23rd Ave,,,,Brooklyn,NY,United States,Private School,Private Schools,Private School,33
Fairfield,,Education,American School of Business,40.8730119,-74.3026928,4c8e312258668cfa6dc3cfec,194 US Highway 46,,,7004,Fairfield,NJ,United States,School,Schools,School,18
Gramercy Park and Murray Hill,41st.st,Child Care,The Goddard School,40.74902277,-73.97315472,5a0b2fe4ee628b7be134b3c8,751 2nd Ave,41st.st,41st.st,10017,New York,NY,United States,Daycare,Daycares,Daycare,4
West Orange,,Child Care,The Goddard School,40.7886525,-74.2553881,5ae2966012f0a9002c13893d,303 Mt. Pleasant Avenue,,,7052,West Orange,NJ,United States,Daycare,Daycares,Daycare,5
Lower East Side,2nd Avenue,Education,"Nord Anglia International School, New York",40.7248914,-73.9895979,566c60e4498efb2d84da6123,44 E 2nd St,2nd Avenue,2nd Avenue,10003,New York,NY,United States,Private School,Private Schools,Private School,14
Lower East Side,2nd Avenue,Education,"Nord Anglia International School, New York",40.7248914,-73.9895979,566c60e4498efb2d84da6123,44 E 2nd St,2nd Avenue,2nd Avenue,10003,New York,NY,United States,Private School,Private Schools,Private School,14
Lower East Side,2nd Avenue,Education,"Nord Anglia International School, New York",40.7248914,-73.9895979,566c60e4498efb2d84da6123,44 E 2nd St,2nd Avenue,2nd Avenue,10003,New York,NY,United States,Private School,Private Schools,Private School,14
Lower East Side,,Education,"Nord Anglia International School, New York",40.7248914,-73.9895979,566c60e4498efb2d84da6123,44 E 2nd St,2nd Avenue,,10003,New York,NY,United States,Private School,Private Schools,Private School,14
Lower East Side,,Education,"Nord Anglia International School, New York",40.7248914,-73.9895979,566c60e4498efb2d84da6123,44 E 2nd St,2nd Avenue,,10003,New York,NY,United States,Private School,Private Schools,Private School,14
Lower East Side,,Education,"Nord Anglia International School, New York",40.7248914,-73.9895979,566c60e4498efb2d84da6123,44 E 2nd St,2nd Avenue,,10003,New York,NY,United States,Private School,Private Schools,Private School,14
Lower East Side,,Education,"Nord Anglia International School, New York",40.7248914,-73.9895979,566c60e4498efb2d84da6123,44 E 2nd St,2nd Avenue,,10003,New York,NY,United States,Private School,Private Schools,Private School,14
Lower East Side,,Education,"Nord Anglia International School, New York",40.7248914,-73.9895979,566c60e4498efb2d84da6123,44 E 2nd St,2nd Avenue,,10003,New York,NY,United States,Private School,Private Schools,Private School,14
Lower East Side,,Education,"Nord Anglia International School, New York",40.7248914,-73.9895979,566c60e4498efb2d84da6123,44 E 2nd St,2nd Avenue,,10003,New York,NY,United States,Private School,Private Schools,Private School,14
Clark,,Education,Featherbed Lane School of Clark,40.6236305,-74.32217111,4d4db90713d88cfa83cb0cda,801 Featherbed Ln,,,7066,Clark,NJ,United States,Private School,Private Schools,Private School,15
Roslyn Heights,,Business Center,Advantage Testing of Long Island,40.787474,-73.639949,5aecae2a0d173f002caa66de,213 Roslyn Road,,,11577,Roslyn Heights,NY,United States,Business Service,Business Services,Business Services,7
Gramercy Park and Murray Hill,5th Avenue,Education,William C.C. Chrn,40.74463654,-73.98657227,532f5913498e4d7cb6df2d25,1 E 28th St,5th Avenue,5th Avenue,10016,New York,NY,United States,Private School,Private Schools,Private School,4
Fort Lee,,Education,Ena NJ?,40.98419852,-74.09523622,56a1866a498e17db8d86aa20,,,,,Fort Lee,NJ,United States,Private School,Private Schools,Private School,26
Southeast Bronx,btw Purdy St and Castle Hill Ave,Education,St. Raymond High School for Boys,40.83785045,-73.85378601,4c2bf0ceae6820a16fb11843,2151 Saint Raymonds Ave,btw Purdy St and Castle Hill Ave,btw Purdy St and Castle Hill Ave,10462,Bronx,NY,United States,High School,High Schools,High School,8
Upper West Side,btw Columbus & Amsterdam,Education,Trinity School,40.79029184,-73.97079825,4b6dab6df964a520e9842ce3,139 W 91st St,btw Columbus & Amsterdam,btw Columbus & Amsterdam,10024,New York,NY,United States,Private School,Private Schools,Private School,37
Wayne,,Education,DePaul Catholic High School,40.9579396,-74.24375618,4cd0412fde0f6dcb13866963,1512 Alps Rd,,,7470,Wayne,NJ,United States,High School,High Schools,High School,30
Lower East Side,,Education,Grace Church School,40.73186372,-73.99011701,4bcc42e068f976b021426283,86 4th Ave,,,10003,New York,NY,United States,Private School,Private Schools,Private School,14
Fort Lee,,Education,Mathnasium,40.85177886,-73.97206094,56957f24498e2bf2f394468a,,,,,Fort Lee,NJ,United States,Private School,Private Schools,Private School,34
Greenwich Village and Soho,,Education,11 hubert street,40.721119,-74.009152,5821e56cd7f30302127af4df,,,,10013,New York,NY,United States,Private School,Private Schools,Private School,14
Queens,,Education,Tag Academy,40.7617836,-73.83276367,538cf480498e0e59cb387b9a,,,,,Queens,NY,United States,Private School,Private Schools,Private School,1
East Harlem,Lexington,Education,Storefront Academy of Harlem,40.80760193,-73.93766785,56b358d9498ea78eadc6d286,70 E 129th St,Lexington,Lexington,10035,New York,NY,United States,Private School,Private Schools,Private School,34
Rockaways,,Education,new york career training school llc,40.60314623,-73.75301738,53b57c5b498e9ba407d63ef7,1032 Beach 20th St,,,11691,Far Rockaway,NY,United States,Private School,Private Schools,Private School,16
Upper West Side,Central Park West,Education,Trevor Day School,40.78690012,-73.96891054,4b7b4b1df964a520e75c2fe3,1 W 88th St,Central Park West,Central Park West,10024,New York,NY,United States,Elementary School,Elementary Schools,Elementary School,37
Paramus,,Education,Paramus Catholic High School,40.9556245,-74.09478348,4ba4fbb8f964a52015cc38e3,425 Paramus Rd,,,07652-1510,Paramus,NJ,United States,School,Schools,School,26
Mid-Island,Rockland Ave,Education,C2 Education,40.59823608,-74.16190338,574f63ea498e0c8033306aee,2025 Richmond Ave Ste 220,Rockland Ave,Rockland Ave,10314,Staten Island,NY,United States,Private School,Private Schools,Private School,23
Locust St,at Locust St,Education,The Milestone School,40.92675903,-73.83939363,509171e4e4b0b1416f5aede4,70 Broad St W,at Locust St,at Locust St,10552,Mount Vernon,NY,United States,Private School,Private Schools,Private School,22
Stapleton and St. George,Victory Blvd,Education,Building Blocks Montessori School,40.631236,-74.090943,4fa01dd4e4b09382e73a4f85,55 Forest Ave,Victory Blvd,Victory Blvd,10301,Staten Island,NY,United States,Preschool,Preschools,Preschool,23
Clark,,Entertainment,Linda's Pumpkin Patch,40.623921,-74.3235332,539b00bf498e9480b67caa82,764 Featherbed Ln,,,7066,Clark,NJ,United States,Summer Camp,Summer Camps,Summer Camp,15
Upper West Side,,Education,Dwight School,40.7875969,-73.9679333,4b7c1e33f964a520ed7d2fe3,291 Central Park W,,,10024,New York,NY,United States,Private School,Private Schools,Private School,37
Gramercy Park and Murray Hill,,Education,Simon Baruch Middle School,40.7355167,-73.98092779,4c0685b92e80a593d13474f9,330 East 20th St,btwn 1st and 2nd Ave,,10010,New York,NY,United States,Middle School,Middle Schools,Middle School,14
Queens,,Education,Hunter's Point Community Middle School,40.74288308,-73.95960588,52606fe8498e93e162ef3512,,,,,Queens,NY,United States,Middle School,Middle Schools,Middle School,6
Bronx Park and Fordham,,Education,Richard R Green Middle School,40.88309066,-73.85997125,4bd32fd2caff9521e738d4f0,3170 Barnes,E 216th,,10467,Bronx,NY,United States,Middle School,Middle Schools,Middle School,8
East Harlem,,Education,Esperanza prepatory academy,40.79260818,-73.94150731,4fb6c2b0e4b0a804116c3d55,,,,10029,New York,NY,United States,Middle School,Middle Schools,Middle School,11
Malverne,,Education,Howard T Herber Middle School,40.66959381,-73.66273499,4c6422b669a1c9b678d03ca4,75 Ocean Ave,Btwn Wicks Lane and Aberdeen Street,,11565,Malverne,NY,United States,Middle School,Middle Schools,Middle School,16
Central Bronx,,Education,JHS 118 William W. Niles,40.848526,-73.892597,53d67198498e4d8e39d9db64,577 E 179th St,Arthur Ave,,10457,Bronx,NY,United States,Middle School,Middle Schools,Middle School,24
North Queens,,Education,JHS 189,40.7601757,-73.81845216,5054a310e4b0f81fa0b47728,144-80 Barclay Ave,,,11355,Flushing,NY,United States,Middle School,Middle Schools,Middle School,1
Jamaica,Hollis,Education,Pathways College Preparatory School,40.70562848,-73.75316934,5290f4f311d2721accb192f4,109-89 204th St,Hollis & 111th Ave,Hollis,11412,Saint Albans,NY,United States,High School,High Schools,High School,35
Essex County,,Education,Mount Pleasant Middle School,40.79658441,-74.3041642,4b92980af964a520e10734e3,,,,,Essex County,NJ,United States,Middle School,Middle Schools,Middle School,18
East New York and New Lots,,Education,Salve Regina Catholic Academy,40.67604205,-73.88686268,4f6b5fade4b0d8154c0e6fb3,237 Jerome Street,,,11208,New York,NY,United States,Middle School,Middle Schools,Middle School,19
Chelsea and Clinton,,Education,Success Academy Hudson Yards,40.75905647,-73.99619576,59bc47f04b78c5276f2a9d87,500 West 41st Street,10th Avenue,,10018,New York,NY,United States,Middle School,Middle Schools,Middle School,4
Fort Lee,,Education,Lewis F. Cole Middle School,40.84944894,-73.9812324,4c9bd83bd3c2b60c456fb2bc,,,,7024,Fort Lee,NJ,United States,Middle School,Middle Schools,Middle School,34
West Hempstead,,Education,West Hempstead Middle School,40.69483468,-73.66102938,4e0412441fc71937b4cd0c46,Nassau Blvd,,,11552,West Hempstead,NY,United States,Middle School,Middle Schools,Middle School,39
Brooklyn,,Education,Launch Expeditionary Learning Charter School,40.675767,-73.935225,53a9f3e1498ecad91b691ab2,,,,,Brooklyn,NY,United States,Middle School,Middle Schools,Middle School,12
Newark,,Education,North Star Middle School Downtown Campus,40.741994,-74.169847,4c04ec3073a8c9b699a796e0,10 Washington Pl,,,7102,Newark,NJ,United States,Middle School,Middle Schools,Middle School,32
Elizabeth,Peterstown,Education,Nicholas S. LaCorte-Peterstown School No. 3,40.65700912,-74.20406342,4f0f2a00e4b0254b4e7dcb43,700 2nd Ave,S. Seventh St,Peterstown,7202,Elizabeth,NJ,United States,School,Schools,School,9
Central Brooklyn,,Education,MS 354 The School of Integrated Learning,40.67188338,-73.93710387,4fd8ee86e4b04a083ce48ced,1224 Park Pl,Troy Av,,11213,Brooklyn,NY,United States,Middle School,Middle Schools,Middle School,12
Central Brooklyn,,Education,North Star Academy,40.67614909,-73.97018986,4e0284cac65b8061424ba1c9,227 Sterling Street,Vanderbilt,,11238,Brooklyn,NY,United States,Middle School,Middle Schools,Middle School,21
Upper West Side,,Education,Manhattan Country School,40.78652636,-73.97456141,581a5fe92db9f3095b082697,150 W 85th St,,,10024,New York,NY,United States,Middle School,Middle Schools,Middle School,37
Flatbush,,Education,Middle School 61 Gladstone H Atwell School,40.663701,-73.948836,4ba50314f964a5203cd038e3,400 Empire Blvd,,,11225,Brooklyn,NY,United States,Middle School,Middle Schools,Middle School,12
Brooklyn,,Education,MS 839 / PS 130 Upper School,40.64794625,-73.97267924,55e9cac1498e70c2f89da2ea,,,,,Brooklyn,NY,United States,Middle School,Middle Schools,Middle School,33
Flatbush,,Education,New Heights Middle School,40.6624137,-73.93638682,50293389e4b0d14d9698d80c,790 New York Ave,,,11203,Brooklyn,NY,United States,Middle School,Middle Schools,Middle School,12
Yonkers,,Education,Hawthorne PEARLS,40.92,-73.902613,4dbc45f8fa8cee72734848f0,348 Hawthorne Ave,,,10705,Yonkers,NY,United States,Elementary School,Elementary Schools,Elementary School,24
Yonkers,,Education,Hawthorne PEARLS,40.92,-73.902613,4dbc45f8fa8cee72734848f0,348 Hawthorne Ave,,,10705,Yonkers,NY,United States,Elementary School,Elementary Schools,Elementary School,24
Yonkers,,Education,Hawthorne PEARLS,40.92,-73.902613,4dbc45f8fa8cee72734848f0,348 Hawthorne Ave,,,10705,Yonkers,NY,United States,Elementary School,Elementary Schools,Elementary School,24
Yonkers,,Education,Hawthorne PEARLS,40.92,-73.902613,4dbc45f8fa8cee72734848f0,348 Hawthorne Ave,,,10705,Yonkers,NY,United States,Elementary School,Elementary Schools,Elementary School,24
Bushwick and Williamsburg,,Education,I.S. 71,40.703877,-73.953477,4f5a09cbe4b07934aa9ff3ba,215 Heyward St,at Marcy Ave.,,11206,Brooklyn,NY,United States,Middle School,Middle Schools,Middle School,6
Central Harlem,,Education,Success Academy Harlem West,40.80284192,-73.95410704,5016b97be4b034c3e12db0fc,West 114th Street,Frederick Douglass & Ashton Powell Blvd,,10026,Harlem,NY,United States,Middle School,Middle Schools,Middle School,37
Southwest Queens,,Education,J.H.S. 202 Robert H. Goddard,40.67057156,-73.84601374,5225ca8511d2b035aa44f625,138-30 Lafayette St,,,11417,Ozone Park,NY,United States,Middle School,Middle Schools,Middle School,19
Cedar Grove,,Education,Cedar Grove Memorial Middle School,40.853947,-74.219535,4c7ea9e0171b224b148c0eb1,500 Ridge Rd,,,,Cedar Grove,NJ,United States,Middle School,Middle Schools,Middle School,30
Searingtown,,Education,Herricks Middle School,40.76996343,-73.66086128,4ccac1aeb8c8224be7cf17ba,7 Hilldale Dr,,,11507,Searingtown,NY,United States,Middle School,Middle Schools,Middle School,25
Valley Stream,,Education,Valley Stream Memorial JHS,40.6746855,-73.70077487,4c4e3304fb742d7f6af9ea2d,Fletcher ave,Hendrickson Ave,,11580,Valley Stream,NY,United States,Middle School,Middle Schools,Middle School,16
Hunts Point and Mott Haven,,Education,Hunts Point Middle School,40.81617151,-73.88499533,4d51711871548cfad45a1b9a,730 Bryant Ave,,,10474,Bronx,NY,United States,Middle School,Middle Schools,Middle School,34
Southern Brooklyn,,Education,IS 234 Cunningham JHS,40.60451033,-73.95507314,4c86329b51ada1cd32bd3d10,1875 E 17th St,Avenue S,,11229,Brooklyn,NY,United States,Middle School,Middle Schools,Middle School,10
Hunts Point and Mott Haven,,Education,MS 302-Luisa Dessus Cruz,40.81554224,-73.90174329,4cfd09dcd8468cfa28d4fd6b,681 Kelly St,Prospect,,10455,Bronx,NY,United States,Middle School,Middle Schools,Middle School,34
Upper East Side,,Education,Robert F. Wagner Middle School,40.77198686,-73.95801761,4ca26986d7c3370477159862,220 E 76th St,btwn 2nd & 3rd Ave.,,10021,New York,NY,United States,Middle School,Middle Schools,Middle School,11
Southern Brooklyn,,Education,ShellBank Junior High School,40.59330852,-73.93772436,4dd25fad52b15d0acc7bec0b,3000 Avenue X,Nostrand Avenue,,11235,Brooklyn,NY,United States,Middle School,Middle Schools,Middle School,10
Ridgewood,,Education,Benjamin Franklin Middle School,40.98635341,-74.09995669,4b6cb9c7f964a520734f2ce3,335 N Van Dien Ave,,,7450,Ridgewood,NJ,United States,Middle School,Middle Schools,Middle School,26
Northwest Brooklyn,,Education,Brooklyn Independent Middle School,40.686688,-73.977199,6025396a6b50db3a574b9fbd,38 Lafayette St.,St. felix,,11217,New York,NY,United States,Middle School,Middle Schools,Middle School,21
Upper West Side,,Education,PS84/ Lillian Weber School and Dual Language Middle School,40.78963406,-73.96778299,4c8f9c37b7e2bfb7cf52ff6c,32 West 92d Street,Central Park West and Columbus,,10025,New York,NY,United States,Middle School,Middle Schools,Middle School,37
West Orange,,Education,Roosevelt Middle School,40.77123655,-74.25720675,4c95398cf244b1f7cad6291d,36 Gilbert Pl,btwn Club Blvd. and Gregory Pl.,,7052,West Orange,NJ,United States,Middle School,Middle Schools,Middle School,5
South Orange,,Education,South Orange Middle School,40.74790839,-74.26121967,4b76e5a7f964a52046682ee3,70 N Ridgewood Rd,at West South Orange Ave.,,7079,South Orange,NJ,United States,Middle School,Middle Schools,Middle School,36
Woodbridge,,Education,Woodbridge Middle School,40.55932583,-74.28001467,4babe7c4f964a520fbd33ae3,525 Barron Ave,,,7095,Woodbridge,NJ,United States,Middle School,Middle Schools,Middle School,20
Borough Park,,Education,Seth Low Junior High School,40.60796166,-73.98535884,4d4b319e54c8a1435e9943be,99 Avenue P,,,11204,Brooklyn,NY,United States,College Academic Building,College Academic Buildings,Academic Building,33
Upper East Side,,Education,The Hewitt School,40.77360182,-73.96315167,4b85a13df964a520b36931e3,45 E 75th St,btwn Madison and Park,,10021,New York,NY,United States,School,Schools,School,11
Upper East Side,,Education,Trevor Day School - Upper School,40.78308474,-73.9466517,4adf01adf964a5200f7721e3,312 E 95th St,Btw 1st and 2nd,,10128,New York,NY,United States,School,Schools,School,11
Jamaica,Briarwood,Education,Robert A. Van Wyck J.H.S. Q217,40.71047525,-73.81192491,4c6863a3607ad13a928ba82b,85-05 144th St,at 85th Ave,Briarwood,11435,Briarwood,NY,United States,Middle School,Middle Schools,Middle School,35
Leonardo,,Education,Bayshore middle school,40.41257811,-74.05777226,4c937ce06b35a143915212dc,,,,7737,Leonardo,NJ,United States,Middle School,Middle Schools,Middle School,38
West Orange,,Education,Liberty Middle School,40.79297007,-74.28611755,4b8c5656f964a52072cb32e3,1 Kelly Dr,,,7052,West Orange,NJ,United States,Middle School,Middle Schools,Middle School,18
Leonia,,Education,Leonia Middle School,40.86793979,-73.98421102,4bc639bf51b376b0f5341b6f,500 Broad Ave,,,7605,Leonia,NJ,United States,Middle School,Middle Schools,Middle School,34
Lower East Side,,Education,Grace Church High School,40.72840938,-73.99090417,50c105d9e4b0f26f5597cbb5,46 Cooper Sq,,,10003,New York,NY,United States,High School,High Schools,High School,14
Newark,,Education,Weequahic High School,40.70942242,-74.22052053,4cf5605064e3721e37511bc8,279 Chancellor Ave,,,7112,Newark,NJ,United States,High School,High Schools,High School,9
Westfield,,Education,Hillcrest Academy South,40.62580779,-74.32738312,4d81fe09bede5481e7b908d1,1571 Lamberts Mill Rd,,,7090,Westfield,NJ,United States,High School,High Schools,High School,15
Hunts Point and Mott Haven,,Education,South Bronx Campus,40.81806564,-73.91166687,4bffe7c2daf9c9b692e3faef,701 Saint Anns Ave,,,10455,Bronx,NY,United States,High School,High Schools,High School,34
Lyndhurst,,Education,Lyndhurst High School Gymnasium,40.8091,-74.127137,5a2097388d0a534b3eb73ab2,,,,7071,Lyndhurst,NJ,United States,High School,High Schools,High School,28
Jamaica,,Education,Yeshiva University High School For Girls,40.71868363,-73.77292775,4bec6254976ac928feed600b,,,,11423,Hollis,NY,United States,High School,High Schools,High School,35
Paterson,,Art,Rosa L. Parks School Of Fine & Performing Arts,40.91989517,-74.14655304,4e4beec222713bd908c49376,413 12th Ave,,,7514,Paterson,NJ,United States,Music School,Music Schools,Music School,26
Elizabeth,,Education,Alexander Hamilton Preparatory Academy,40.66818619,-74.22159576,4bc30761abf495210327c393,310 Cherry St,at Westfield Ave,,7208,Elizabeth,NJ,United States,High School,High Schools,High School,9
Union City,,Education,Miftaahul Uloom Academy,40.761519,-74.036764,4ec3d900b8f7c5f294170397,15th St,,,7087,Union City,NJ,United States,High School,High Schools,High School,0
Forest Hills,,Education,Halsey Jr. High School,40.73211374,-73.85274057,4ea301deb6347b99680959d6,,,,,Forest Hills,NY,United States,High School,High Schools,High School,1
Clark,,Education,Arthur L Johnson High School,40.62256865,-74.31244281,4bcc7690511f952108fdb2c7,365 Westfield Ave,at Dawn Drive,,7066,Clark,NJ,United States,High School,High Schools,High School,15
Southwest Queens,,Education,John Adams High School,40.67870722,-73.83688856,4f4f6c3ee4b0244794c1ba4b,,,,11417,Ozone Park,NY,United States,High School,High Schools,High School,19
Canarsie and Flatlands,,Education,Canarsie High School,40.64068857,-73.89842097,4d78bfffe215721e0a3a16b0,1600 Rockaway Pkwy,,,11236,Brooklyn,NY,United States,High School,High Schools,High School,12
Wood Ridge,,Education,Wood-Ridge High School,40.84788183,-74.08037291,4be9ef92a9900f4783fa1540,258 Hackensack St,,,7075,Wood-Ridge,NJ,United States,High School,High Schools,High School,17
Southeast Bronx,,Education,P.S. 721X,40.84304918,-73.83896666,4c866afe51ada1cddbf03f10,2697 Westchester Ave,at Waters Place,,10461,Bronx,NY,United States,High School,High Schools,High School,8
North Queens,,Education,Holy Cross High School,40.77137686,-73.79546642,4bef23f2ea570f47b6f88ed2,26-20 Francis Lewis Blvd,,,11358,Flushing,NY,United States,High School,High Schools,High School,35
Central Harlem,,Education,Wadleigh School,40.80274908,-73.95453754,4bd2ed7c9854d13a387ffc4d,215 W 114th St,,,10026,New York,NY,United States,High School,High Schools,High School,37
Paramus,,Education,Paramus High School,40.92944844,-74.06103668,4c1169956e5dc9b6ee10b02d,99 E Century Rd,,,7652,Paramus,NJ,United States,High School,High Schools,High School,3
