Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,location_address,location_crossStreet,location_postalCode,id,location_city,location_state,categories_name,categories_pluralName,categories_shortName,location_neighborhood,cluster_label
Holloway / Hornsey / Wood Green,Stoke Newington,Caf�,215 Hackney,51.563232,-0.07336814,215 Stoke Newington High Street,,N16 0LH,5d163034b990ec0023667714,,,Coffee Shop,Coffee Shops,Coffee Shop,Stoke Newington Central,15
Holloway / Hornsey / Wood Green,Stoke Newington,Restaurant,The Muddy Puddle,51.55688,-0.083821,,,N16 9LD,5d288aefe0332c00234a0f47,London,Greater London,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,Vegetarian / Vegan,,15
Holloway / Hornsey / Wood Green,Stoke Newington,Restaurant,Flying Frenchman,51.552244,-0.085581,11 Albion Road,,N16 9PS,5d530caaef425f0008476dd6,London,Greater London,French Restaurant,French Restaurants,French,,15
Holborn / Clerkenwell / Soho (SE),Strand,Hotel,"The Kitchen, Four Communications",51.510733,-0.130903,,,WC2 H 7,4cb5b366589f236a1af7313d,London,Greater London,Food Court,Food Courts,Food Court,,37
Leytonstone / Olympic Park / Walthamstow / Ilford,Stratford,Market,Morrisons,51.54357337,0.005262806,The Grove,,E15 1HP,4b7d471ff964a5200bb62fe3,London,Greater London,Supermarket,Supermarkets,Supermarket,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Stratford,Library,Stratford Library,51.5428099,0.003915788,3 The Grove,Great Eastern Road,E15 1EL,4be14063a7380f47508d19b0,Stratford,Greater London,Library,Libraries,Library,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Stratford,Hotel,World Food Court,51.54268655,-0.00718845,Westfield Stratford City,,E20,4ed0d0b8be7b9eece06f64c2,Stratford,Greater London,Food Court,Food Courts,Food Court,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Stratford,Grocery,As Nature Intended,51.54392,-0.008582,Westfield Stratford City,Level Lower ground floor,,5479b214498e29745dbc0318,Stratford,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Stratford,Movie Theater,Bar @ Stratford Picturehouse,51.54288,0.001024269,,,E15,595922c44420d841fff421fd,London,Greater London,Multiplex,Multiplexes,Cineplex,,22
Croydon / Norwood,Streatham,Education,Dunraven School,51.43419988,-0.121557713,94-98 Leigham Court Road,,SW16 2QB,4cd3fb116be6a143cfac9702,Streatham,Greater London,High School,High Schools,High School,,23
Croydon / Norwood,Streatham,Market,Food Mart,51.438744,-0.12621704,99 Streatham Hill,,,56c0c8c1cd1098fc022c7d2b,Streatham Hill,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,23
Croydon / Norwood,Streatham,Market,Ruz Fishmongers,51.410469,-0.122478,,Norbury,SW16 4BZ,58f217fea87921558c4ba59f,London,Greater London,Fish Market,Fish Markets,Fish Market,,17
Croydon / Norwood,Streatham,Caf�,Brickwood Coffee & Bread,51.427988,-0.131184,292 Streatham High Road,,SW16 6HG,59cf58e9dd70c57e96cfebad,London,Greater London,Coffee Shop,Coffee Shops,Coffee Shop,,23
Croydon / Norwood,Streatham,Market,Life Of Fish,51.424348,-0.147557,,,SW16 6SQ,5f37db5f9e84c4203d8f21eb,London,Greater London,Fish Market,Fish Markets,Fish Market,,13
Isleworth / Twickenham / Richmond,Sunbury On Thames,Education,St Ignatius School,51.4148034,-0.416991559,Green Street,,,54f72b32498edd745f074bd8,Sunbury On Thames,,Middle School,Middle Schools,Middle School,,1
Kingston,Surbiton,Breakfast,McDonald's,51.39234,-0.30569,70/71 VICTORIA ROAD,,KT6 4NR,4b533aa2f964a520299327e3,Surbiton,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,6
Kingston,Surbiton,Hotel,Dallas Chicken,51.382022,-0.284786,,,KT6 7HF,5f7b5bb1ed73ba25da5f66f7,Surbiton,Greater London,Fried Chicken Joint,Fried Chicken Joints,Fried Chicken,,6
Surrey,Surrey,Movie Theater,Odeon,51.45831276,-0.305259805,72 Hill Street,,TW9 1TW,4b05a609f964a5202ce022e3,Surrey,Surrey,Movie Theater,Movie Theaters,Movie Theater,,1
Surrey,Surrey,Breakfast,McDonald's,51.41003,-0.30224,82 EDEN STREET,,KT1 1DJ,4b224b79f964a520334524e3,Surrey,Surrey,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,6
Surrey,Surrey,Education,Holy Cross School,51.39786568,-0.261831017,25 Sandal Rd,,KT3 5AR,4ba08b3ef964a520b27137e3,Surrey,Surrey,High School,High Schools,High School,,6
Surrey,Surrey,Education,Wilsons,51.35886355,-0.128732599,Mollison Dr.,,SM6 9JW,4be9081dc5220f47a66baaca,Surrey,Surrey,High School,High Schools,High School,,17
Surrey,Surrey,Education,Hinchley Wood School,51.37916057,-0.331714153,Claygate Lane,,,4c0fc0bc98102d7f51bae506,Surrey,Surrey,High School,High Schools,High School,,24
Surrey,Surrey,Nightlife,NewYork NewYork Sutton,51.36218836,-0.192217827,Throwley Road,,SM1 1AD,4c7636036f789c74138f514c,Surrey,Surrey,Nightclub,Nightclubs,Nightclub,,2
Surrey,Surrey,Nightlife,The Nonsuch Inn (Wetherspoon),51.37255136,-0.226206129,552-556 London Rd.,,SM3 9AA,4c87ab9f821e9eb088cd8d89,Surrey,Surrey,Pub,Pubs,Pub,,2
Greenwich / Poplar / Rotherhithe,Surrey Quay,Park,Southwark Park,51.49498975,-0.056538271,Gomm Rd,,S E16,4b5f5f31f964a5209eb629e3,London,Greater London,Park,Parks,Park,Surrey Quay,10
Sutton / Epsom / Banstead / Leatherhead,Sutton,Health,Royal Marsden Hospital,51.34353239,-0.19103743,Downs Rd.,Downs Road,SM2 5PT,4b0fe211f964a520cd6523e3,Sutton,Greater London,Hospital,Hospitals,Hospital,,2
Sutton / Epsom / Banstead / Leatherhead,Sutton,Market,Morrisons,51.3610894,-0.192947591,31 High St,,SM1 1DD,4b5efddaf964a5204ca129e3,Sutton,Greater London,Supermarket,Supermarkets,Supermarket,Sutton Central,2
Sutton / Epsom / Banstead / Leatherhead,Sutton,Education,Blenheim School,51.34462669,-0.264790487,,,,4b921c61f964a520bae733e3,,,High School,High Schools,High School,,2
Sutton / Epsom / Banstead / Leatherhead,Sutton,Movie Theater,Empire Cinemas,51.36467508,-0.19493407,St Nicholas Way,,SM1 1AZ,4bbf90b8b492d13a7fdfa260,Sutton,Greater London,Multiplex,Multiplexes,Cineplex,,2
Sutton / Epsom / Banstead / Leatherhead,Sutton,Education,Cheam High School,51.3659815,-0.217502514,Chatsworth Road,Cheam,,4c1817596a21c9b61e8fc897,Sutton,Greater London,Middle School,Middle Schools,Middle School,,2
Sutton / Epsom / Banstead / Leatherhead,Sutton,Breakfast,McDonald's,51.37412,-0.2055,47/51 OLDFIELDS ROAD,,SM1 2NB,4c5740ee6201e21e22f5756e,Sutton,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,2
Sutton / Epsom / Banstead / Leatherhead,Sutton,Education,Sutton Grammar School for Boys,51.36393626,-0.187886727,Manor Ln,,SM1 4AS,4ce24e70f8cdb1f79040a112,Sutton,Greater London,High School,High Schools,High School,Sutton Central,2
Sutton / Epsom / Banstead / Leatherhead,Sutton,Education,Barrow Hedges Primary School,51.35266066,-0.174706428,,,,4e26e187b0fb1fae1dd7c720,Sutton,Greater London,Elementary School,Elementary Schools,Elementary School,,2
Sutton / Epsom / Banstead / Leatherhead,Sutton,Market,Sutton Bazaar,51.366269,-0.205725,,,,57a629dd498ead41615f7b7c,,,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,2
Sutton / Epsom / Banstead / Leatherhead,Sutton,Breakfast,McDonald's,51.37296,-0.22603,585 LONDON ROAD,,SM3 9AG,5d0902dce47b460039f15492,Sutton,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,2
Kingston,Teddington,Education,Teddington Day Nursery,51.426482,-0.331669,16 Cedar Rd,,TW11 9AL,4d2d7bccbd60a09320ea1dce,Teddington,,School,Schools,School,,6
Greenwich / Poplar / Rotherhithe,Thamesmead,Market,Morrisons,51.50727564,0.105392117,2 Twin Tumps Way,,SE28 8RD,4b6ad8a4f964a5203de32be3,Greater London,Greater London,Supermarket,Supermarkets,Supermarket,Greenwich,38
Hampstead / Kilburn / Belsize Park,The Hyde,Breakfast,McDonald's,51.59096,-0.25518,157 COLINDEEP LANE,,NW9 6DB,4c358140452620a153e4260f,London,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,33
Hampstead / Kilburn / Belsize Park,The Hyde,Breakfast,KFC,51.59338759,-0.258264565,167 Edgware Rd,,NW9 6LP,4de0e7bed164e323c7b74ded,Colindale,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,33
Hampstead / Kilburn / Belsize Park,The Hyde,Hotel,Bang Bang Oriental Food Hall,51.59318537,-0.259599987,399 Edgware Rd,,NW9 0FH,5960e572178a2a1a94914ae8,Colindale,Greater London,Food Court,Food Courts,Food Court,,33
Croydon / Norwood,Thornton Heath,Health,Croydon University Hospital,51.38944606,-0.1104857,530 London Rd,,CR7 7YE,4bae1408f964a520a6813be3,Thornton Heath,Greater London,Hospital,Hospitals,Hospital,,17
Croydon / Norwood,Thornton Heath,Health,Emergency Department (A&E),51.389741,-0.109242,Croydon University Hospital,,CR7,5a59269616ef671a2ddfe80e,Thornton Heath,Greater London,Emergency Room,Emergency Rooms,Emergency Room,,17
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Education,Graveney School,51.42529131,-0.155847559,Welham Road,,SW17 9BU,4b10f6f5f964a5200c7723e3,London,Greater London,School,Schools,School,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Park,Tooting Bec Common,51.43999175,-0.142307281,Tooting Bec Rd,,SW17 8JU,4b24dcd4f964a520366a24e3,London,Greater London,Park,Parks,Park,,23
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Restaurant,Tartine Artisanal,51.42669132,-0.169457635,94 Tooting High St.,,SW17 0RR,4bd07cf09854d13a7cc8f74d,London,Greater London,French Restaurant,French Restaurants,French,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Health,St George's Hospital,51.42664126,-0.17449379,Blackshaw Rd,,SW17 0QT,4bfcc92b2b83b713ee92a998,Tooting,Greater London,Hospital,Hospitals,Hospital,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Liquer,Rose & Crown,51.43296166,-0.154354423,140 Tooting Bec Rd,,SW17 8BH,4c6adb207c052d7f813228cf,London,Greater London,Bar,Bars,Bar,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Restaurant,Saravanaa Bhavan,51.42997392,-0.166024977,254 Upper Tooting Road,,SW17 0DN,4d98977461a3a1cdb8f3d042,Tooting,Greater London,South Indian Restaurant,South Indian Restaurants,South Indian,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Education,Sellincourt Primary School,51.42349703,-0.168442726,Sellincourt Road,,SW17 9SA,4f32adc6121d33e09995e401,London,Greater London,Elementary School,Elementary Schools,Elementary School,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Nightlife,Vegas Gold,51.42767335,-0.168910437,,,,5061cf21e4b0c55b4d2d9995,,,Other Nightlife,Other Nightlife,Nightlife,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Health,Lanesborough Wing,51.42719343,-0.172668988,St George's Hospital,,,51505357e4b0dab64127c8fd,Tooting,Greater London,Hospital,Hospitals,Hospital,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Market,Fish Universe,51.42593839,-0.16531529,,,,54ccf521498e732d08629366,London,Greater London,Fish Market,Fish Markets,Fish Market,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Health,Accident and Emergency,51.425649,-0.174516,St George's Hospital,Blackshaw Rd,SW17 0QT,552ab145498ea8f3dc71aa94,Tooting,Greater London,Emergency Room,Emergency Rooms,Emergency Room,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Market,Tooting Market,51.4292689,-0.166723,Tooting High Street,,SW17 0SN,575c704d498ebf2f6e42befe,London,Greater London,Market,Markets,Market,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Health,Atkinson Morley Wing,51.425228,-0.175026,St George's Hospital,Blackshaw Rd,SW17 0QT,57a1e2e738fa6dfd450f755a,Tooting,Greater London,Hospital,Hospitals,Hospital,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Market,Broadway Market,51.42837343,-0.166815592,29 Tooting High St,,SW17 0RL,5918268eda5ede1d81986b4e,London,Greater London,Market,Markets,Market,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Restaurant,The Tapas Room,51.42862,-0.16642973,"3-5 Broadway Market, 29 Tooting High Street",,SW17 0RJ,596a4f649e0d545beab5618b,London,Greater London,Spanish Restaurant,Spanish Restaurants,Spanish,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Caf�,Juliets Quality Foods,51.42549656,-0.164699158,110 Mitcham Road,,SW17 9NG,59959aa8da708047767b9320,London,Greater London,Café,Cafés,Café,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Liquer,Hennys,51.428679,-0.166202,,,SW17 0RH,5a84b322b3d8e2615f42007d,London,Greater London,Wine Bar,Wine Bars,Wine Bar,,13
Tooting / Wandsworth / Wimbldon / Putney,Tooting,Restaurant,Taps + Tapas,51.436014,-0.160094,14 Trinity Road,,SW17 7RE,5d446ea11caa160007d91791,London,Greater London,Tapas Restaurant,Tapas Restaurants,Tapas,,13
Holloway / Hornsey / Wood Green,Tottenham,Nightlife,Warehouse Party,51.58268981,-0.070825256,,,,4e2a13d08877b69d49d1a1d7,Tottenham,Greater London,Nightclub,Nightclubs,Nightclub,,15
Holloway / Hornsey / Wood Green,Tottenham,Restaurant,Öz Erciyes Restaurant,51.592678,-0.06984,,,N17 6QA,5772cb8d498e6c9fa9ab28c5,London,Greater London,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,15
Holloway / Hornsey / Wood Green,Tottenham,Health,Mediwell Health Centre,51.598784,-0.067024,,,N17 0AS,5d35ddb16aa4330008a3f854,London,Greater London,Hospital,Hospitals,Hospital,,15
Tower Hamlets / Hackney,Tower Hamlets,Park,Bow Creek Ecology Park,51.51165418,0.003752394,Bidder Street,,,4affd9a1f964a520273a22e3,London,Greater London,Park,Parks,Park,,3
Tower Hamlets / Hackney,Tower Hamlets,Health,Revitalisation Centre,51.521499,-0.071767,,,,4ba0f704f964a520ac8a37e3,,,Emergency Room,Emergency Rooms,Emergency Room,,10
Tower Hamlets / Hackney,Tower Hamlets,Breakfast,McDonald's,51.51759568,-0.082510509,Liverpool Street Railway Station,Unit 25 The Concourse,EC2M 7PR,4bbf9350461576b0f3c97832,London,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,10
Tower Hamlets / Hackney,Tower Hamlets,Breakfast,Polo Bar,51.5177378,-0.08052156,176 Bishopsgate,,EC2M 4NQ,4c52a0b2f31a9c74dc1b84ea,London,Greater London,Food And Breakfast Spot,Food And Breakfast Spots,Food And Breakfast,,10
Tower Hamlets / Hackney,Tower Hamlets,Restaurant,Krombacher,51.50703147,-0.022843283,,,,4ea18f596c25b62f3d000677,,,German Restaurant,German Restaurants,German,,3
Tower Hamlets / Hackney,Tower Hamlets,Nightlife,Riverbank Business Centre,51.53435859,-0.020696644,,,,4effa57fe5faf2869ba155d7,,,Other Nightlife,Other Nightlife,Nightlife,,22
Tower Hamlets / Hackney,Tower Hamlets,Health,18.01 vs. ????,51.51658651,-0.078608749,Somewhere Here,,,4f21b254e4b0b4670b651426,,,Emergency Room,Emergency Rooms,Emergency Room,,10
Tower Hamlets / Hackney,Tower Hamlets,Restaurant,Dahem,51.52731697,-0.057888665,Bethnal Green Road,,,5083f689e4b05bd7ef722309,London,Greater London,German Restaurant,German Restaurants,German,,29
Tower Hamlets / Hackney,Tower Hamlets,Education,Canary Wharf College,51.49019876,-0.014007221,,,,50eda878e4b0d58ecac24859,,,Middle School,Middle Schools,Middle School,,3
Tower Hamlets / Hackney,Tower Hamlets,Restaurant,German Street Food,51.503915,-0.012874,,,,50f183b9e4b09423798cc845,,,German Restaurant,German Restaurants,German,,3
Tower Hamlets / Hackney,Tower Hamlets,Restaurant,Bierschenke,51.51719746,-0.085115131,London Wall Buildings,4 Blomfield St,EC2M 5NT,5398751b498e7e5f942a6c9a,London,Greater London,German Restaurant,German Restaurants,German,,10
Tower Hamlets / Hackney,Tower Hamlets,Liquer,Bierschenke Munich Bierkeller,51.511505,-0.077346,9 Crutched Friars,,EC3N 2AU,5d17ad8b5cbbb2002fbcd5db,London,Greater London,Beer Bar,Beer Bars,Beer Bar,,10
Isleworth / Twickenham / Richmond,Twickenham,Grocery,Tesco Express,51.4508993,-0.3580673,"88-90 High St, Whitton",WHITTON,TW2 7LN,4b6448d3f964a52050a82ae3,Twickenham,Greater London,Grocery Store,Grocery Stores,Grocery Store,,1
Isleworth / Twickenham / Richmond,Twickenham,Market,Twickenham Farmers' Market,51.44635027,-0.331066627,Holly Road Car Park,,TW1 4HF,4be529a35254d13a038060e1,Twickenham,Greater London,Farmers Market,Farmers Markets,Farmer's Market,,1
Isleworth / Twickenham / Richmond,Twickenham,Market,Sandys Fishmongers,51.4456669,-0.3299932,,,TW1 3SH,4c4acc73bad7a59314c4eeaa,Twickenham,,Fish Market,Fish Markets,Fish Market,,1
Isleworth / Twickenham / Richmond,Twickenham,Education,Archdeacon Cambridge Primary School,51.44217158,-0.342460825,,,,4c8a41e69ef0224bc30f597b,,,Elementary School,Elementary Schools,Elementary School,,1
Isleworth / Twickenham / Richmond,Twickenham,Grocery,Atari-Ya,51.517727,-0.28044575,West Acton,Noel Rd.,TW 9 3,4cd0446e137c76b083e6e8c5,London,Greater London,Grocery Store,Grocery Stores,Grocery Store,,12
Isleworth / Twickenham / Richmond,Twickenham,Health,Auch,51.471238,-0.355901,,,,5208c4ea11d2abbe00c9f6cb,,,Emergency Room,Emergency Rooms,Emergency Room,,1
Isleworth / Twickenham / Richmond,Twickenham,Breakfast,Green Bottle Cafe,51.453791,-0.318968,,,TW1 3EJ,5c9a07f4a30619002c525853,Twickenham,Greater London,Smoothie Shop,Smoothie Shops,Smoothie Shop,,1
Romford / Essex,Upminster,Restaurant,Can's Meze Bar,51.568645,0.26733074,,,RM14 1RQ,580a1c1b38fad8dc0eb43ee1,Upminster,Greater London,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,31
Romford / Essex,Upminster,Health,Sunny Smiles Dental & Cosmetic Innovations,51.55837641,0.24015827,7 St Mary's Lane,,RM14 2QU,591dcbe3dff81544abde9c68,Upminster,Greater London,Dentist's Office,Dentist's Offices,Dentist's Office,,31
Enfield / Upper Edmonton / Barnet,Upper Edmonton,Health,North Middlesex University Hospital,51.61300679,-0.074779987,Sterling Way,,N18 1QX,4baaa4b0f964a520397c3ae3,London,Greater London,Hospital,Hospitals,Hospital,,19
Uxbridge / Hillingdon / Hayes,Uxbridge,Library,Brunel Library,51.53292819,-0.473974943,"Brunel University, Bannerman Centre",,UB8 3PH,4b97ee84f964a5204b2035e3,Uxbridge,Greater London,College Library,College Libraries,Library,,14
Uxbridge / Hillingdon / Hayes,Uxbridge,Health,Hillingdon Hospital,51.52605412,-0.461082458,Pield Heath Rd,,UB8 3NN,4bccb159cc8cd13acd66c1cf,Uxbridge,Greater London,Hospital,Hospitals,Hospital,,14
Uxbridge / Hillingdon / Hayes,Uxbridge,Movie Theater,Odeon,51.5450527,-0.4756154,302 The Chimes Shopping Centre,High St,UB8 1GD,4d547431b4deb1f7b585f979,Uxbridge,Greater London,Multiplex,Multiplexes,Cineplex,,14
Uxbridge / Hillingdon / Hayes,Uxbridge,Breakfast,Jennies Fish And Chips,51.54167954,-0.448412035,26 Sutton Court Road,,Ub10 9hp,4d8a20ee7d4c548134446271,Uxbridge,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,14
Uxbridge / Hillingdon / Hayes,Uxbridge,Market,Bradley's Fish Factory,51.45998748,-0.409984066,,,T W14,4ee082c00e01452f92587645,,,Fish Market,Fish Markets,Fish Market,,1
Uxbridge / Hillingdon / Hayes,Uxbridge,Library,"Library Training Room, 3rd Floor",51.532728,-0.473299,,,,4f47f111e4b0cf7a05b72cf6,,,College Library,College Libraries,Library,,14
Uxbridge / Hillingdon / Hayes,Uxbridge,Education,Hillingdon Primary School,51.53111421,-0.451505767,,,,4f5f25ebe4b080c366338f53,,,Elementary School,Elementary Schools,Elementary School,,14
Uxbridge / Hillingdon / Hayes,Uxbridge,Movie Theater,Arri Gb,51.5479273,-0.485976294,,,,4fbe4d32e4b0f1c2f5e56202,,,Movie Theater,Movie Theaters,Movie Theater,,14
Uxbridge / Hillingdon / Hayes,Uxbridge,Library,Library,51.53292659,-0.474304167,,,,503412abe4b0ec35e6abc28b,,,College Library,College Libraries,Library,,14
Uxbridge / Hillingdon / Hayes,Uxbridge,Restaurant,The Beldam,51.53323746,-0.469002694,"Brunel University, East Gateway",Kingston Lane,UB8 3PH,549435bf498ecffa71945b85,Uxbridge,,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,14
Marylebone / Fitzrovia / Central London,Victoria,Nightlife,The Albert,51.49760359,-0.135645148,52 Victoria St,Buckingham Gate,SW1H 0NP,4ac518bef964a520f9a220e3,Victoria,Greater London,Pub,Pubs,Pub,,0
Marylebone / Fitzrovia / Central London,Victoria,Nightlife,The Shakespeare,51.49626122,-0.144995297,99 Buckingham Palace Rd,Victoria St,SW1W 0RP,4b940d56f964a520606434e3,Victoria,Greater London,Pub,Pubs,Pub,,0
Marylebone / Fitzrovia / Central London,Victoria,Market,Sourced Market,51.49704588,-0.14438394,85 Buckingham Palace Rd,,SW1W 0QJ,5834914d7b43b4596a18044c,Victoria,Greater London,Market,Markets,Market,"Victoria, London, Greater London",0
Greenwich / Poplar / Rotherhithe,Victoria Docks and North Woolwich,Nightlife,Sweet16,51.50069982,0.061175077,,,,5070ba66e4b075dad41b3cd5,,,Other Nightlife,Other Nightlife,Nightlife,,38
Greenwich / Poplar / Rotherhithe,Victoria Docks and North Woolwich,Nightlife,LA Lounge - Docklands - London,51.50452769,0.017691992,Bell Lane,Dock Road,E16 2AB,526b0b7e11d25ebb2575368a,London,Greater London,Nightclub,Nightclubs,Nightclub,,38
Greenwich / Poplar / Rotherhithe,Victoria Docks and North Woolwich,Restaurant,Pier Masala,51.49982959,0.063349553,9 Pier Road,Newham,E16 2JJ,552f0148498e17137bdc19a3,London,Greater London,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,38
Greenwich / Poplar / Rotherhithe,Victoria Docks and North Woolwich,Breakfast,Cafe Bonnane,51.502243,0.037423857,,,E16 2FW,57af0224498e96fc15e9b2de,London,Greater London,Food And Breakfast Spot,Food And Breakfast Spots,Food And Breakfast,,38
Greenwich / Poplar / Rotherhithe,Victoria Docks and North Woolwich,Grocery,Sainsbury's Local,51.50055932,0.02960809,"11 Royal Crest Avenue, Newham",,E16 2PG,5a293bd34940bc7540392195,London,Greater London,Grocery Store,Grocery Stores,Grocery Store,,38
Enfield / Upper Edmonton / Barnet,Waltham Cross,Education,bonneygrove school,51.7035,-0.055895,,,EN7,57e23a32498ef8976cb0357e,Waltham Cross,Hertfordshire,Middle School,Middle Schools,Middle School,,19
Leytonstone / Olympic Park / Walthamstow / Ilford,Walthamstow,Restaurant,Orford Saloon,51.58246458,-0.013099563,32 Orford Rd,,E17 9NJ,4ad06fdcf964a5200fd820e3,Walthamstow,Greater London,Tapas Restaurant,Tapas Restaurants,Tapas,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Walthamstow,Restaurant,Hornbeam Cafe,51.576054,-0.015023053,458 Hoe St.,,E17 9AH,4c78f5163badb1f7895c4d54,Walthamstow,Greater London,Vegetarian / Vegan Restaurant,Vegetarian / Vegan Restaurants,Vegetarian / Vegan,Forest,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Walthamstow,Market,Walthamstow Market,51.58393168,-0.023170699,High St,,E17,4fd4fc8be4b054c59a093e53,Walthamstow,Greater London,Market,Markets,Market,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Walthamstow,Hotel,Sirwan Food Centre,51.58669451,-0.032256659,,,,502687ffe4b0044139cedaac,,,Food Court,Food Courts,Food Court,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Walthamstow,Movie Theater,Empire Cinemas,51.58488126,-0.019988322,High Street,Hoe Street,,546df8f8498e19b653d59a6d,Walthamstow,Greater London,Multiplex,Multiplexes,Cineplex,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Walthamstow,Restaurant,Desis Cake,51.582228,-0.030982,67 High Street,,E17 7DB,5a0701759ef8ef67b115e101,London,Greater London,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,22
Leytonstone / Olympic Park / Walthamstow / Ilford,Walthamstow,Restaurant,Don Francisco Y La Luna,51.581769,-0.032545,18 High Street,,E17,5b676385e1f228002cee18f3,London,Greater London,Tapas Restaurant,Tapas Restaurants,Tapas,,22
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Movie Theater,Cineworld,51.45413783,-0.193081593,Southside Shopping Centre,High St,SW18 4TF,4adb5f4af964a520912621e3,Wandsworth,Greater London,Multiplex,Multiplexes,Cineplex,Wandsworth Town,13
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Breakfast,McDonald's,51.46229385,-0.186757806,1 Marl Rd,,SW18 1JT,4b8d96a8f964a520c60233e3,Wandsworth,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,13
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Grocery,As Nature Intended,51.44387855,-0.152497726,186-188 Balham High Road,,,4ba11db9f964a520539937e3,Wandsworth,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,13
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Education,Beatrix Potter School,51.44400709,-0.18223232,,,,4c1cc9e0b9f876b011687c46,London,Greater London,Elementary School,Elementary Schools,Elementary School,,13
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Education,telferscot primary school,51.442807,-0.137087215,,,,4cb99929f50e224ba95feefb,,,Elementary School,Elementary Schools,Elementary School,,23
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Market,Marina Fish,51.440673,-0.186925,,,,4cd05e2d6200b1f733dfd328,,,Fish & Chips Shop,Fish & Chips Shops,Fish & Chips,,13
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Nightlife,T's House Of Horrors,51.456964,-0.160515,Grandison road,,,4dd947f9e4cd37c893d89640,Wandsworth,Greater London,Other Nightlife,Other Nightlife,Nightlife,,13
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Movie Theater,"Open air cinema, Fulham Palace Gardens",51.44933604,-0.23872466,,,,4e6a5c4fa809290267f9da89,,,Multiplex,Multiplexes,Cineplex,,26
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Nightlife,Creepy Stairs,51.438883,-0.188543,,,,4ee9c8c8775b562a3956e765,,,Nightclub,Nightclubs,Nightclub,,13
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Education,Grove Hall Nursery,51.44802912,-0.152825509,,,,5007d511e4b08546378aa821,,,Nursery School,Nursery Schools,Nursery School,,13
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Grocery,Planet Organic,51.45496415,-0.192825691,52 Garratt Ln,Southside Shopping Centre,SW18 4FT,5278fe00498eb1a801779570,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,13
